posteam,epa
ATL,-0.746970294043422
ATL,-0.697299177072326
TB,-0.121009441383649
TB,-0.129715813731309
TB,-0.289844834012911
ATL,-0.166005949256942
TB,1.83126356441062
TB,-0.55233221699018
TB,1.68676683679223
TB,-0.795663331751712
TB,-0.800735483014319
ATL,-0.173097107093781
ATL,-0.858467574231327
ATL,-1.17052644398063
TB,-0.647918505128473
TB,2.33248896605801
TB,2.32633135159267
ATL,-0.511056511197239
ATL,1.04531199205667
ATL,1.66587372706272
ATL,0.645560199627653
ATL,-0.483428941573948
ATL,2.82701055059442
ATL,-1.93760427651279
TB,-0.780207190662623
TB,2.01206702087075
TB,-0.653702261624858
TB,-0.815337563632056
TB,-0.953147211344913
TB,-1.43472247640602
ATL,0.0864677883218974
ATL,1.69878068100661
ATL,1.050828167703
ATL,-0.457253442378715
ATL,1.9644117160351
ATL,1.00624040042749
ATL,3.17803992613335
ATL,-0.99730335798813
ATL,-1.45650173758622
ATL,4.18402007117402
TB,0.640525121823885
TB,-0.500751821906306
TB,-0.385606821510009
TB,1.16418156796135
TB,2.98743233067216
ATL,0.333709341008216
ATL,1.09477671945933
ATL,0.413472329732031
ATL,0.315570541424677
ATL,-0.0593227940844372
ATL,-0.192735748598352
ATL,0.231058150762828
TEN,3.53343598416541
TEN,-0.536484239157289
TEN,-0.794230302679353
DEN,0.283266685437411
DEN,1.27701251883991
DEN,1.31026691745501
DEN,0.0670138340210542
DEN,-0.631284491973929
DEN,-0.503913353895769
DEN,-0.763147820660379
DEN,-0.713705682612412
TEN,-0.127444064011797
TEN,1.49392754863948
TEN,-0.881164606660605
TEN,-1.15733683854342
DEN,-0.80813490669243
DEN,0.92936966731213
DEN,-0.796283039962873
DEN,-0.028357376344502
DEN,1.71352326660417
DEN,-2.45436655497178
DEN,-0.012148026144132
DEN,-1.43904147017747
TEN,-0.626115622930229
DEN,0.203692578943446
DEN,-5.21223630476743
TEN,-0.433630016981624
TEN,1.07683933473891
TEN,-1.91083428481256
DEN,-0.198721353313886
DEN,-0.483634326723404
DEN,0.826781761017628
DEN,-1.25322081625927
TEN,-0.0885909797507338
TEN,-0.206056068476755
TEN,-0.765976561931893
DEN,3.60842388344463
DEN,-5.90672853391152
DEN,-0.843077026307583
DEN,2.72683534561656
DEN,-0.619914864422754
DEN,0.452690854901448
DEN,1.75134413363412
DEN,-0.245178471552208
DEN,0.0212392974062823
TEN,-1.06590679520741
TEN,-0.500084070954472
TEN,2.61921924911439
TEN,-0.586958053288981
TEN,-0.847381888888776
TEN,-0.990025078644976
DEN,-0.519139939453453
DEN,1.98701679590158
DEN,-0.884729238692671
DEN,-1.11848904262297
TEN,1.50011830241419
TEN,-0.703746400307864
TEN,-0.0493495343253017
TEN,-2.67056852520909
TEN,-1.33220024546608
DEN,0.546555069740862
TEN,0.517880074912682
TEN,-2.5557901202701
TEN,-0.4596933494322
DEN,-0.189123403280973
TEN,-0.666813991731033
TEN,-1.39272199023981
TEN,-0.198686382849701
ATL,-0.569774010451511
MIN,-0.423884334042668
MIN,-0.446262729354203
ATL,-0.681643143994734
ATL,1.80184083885979
ATL,-0.0310178908985108
ATL,-0.75479972246103
ATL,-1.30339918041312
MIN,-2.70725848944858
ATL,0.802532867295668
ATL,-4.59681708691642
MIN,0.556725739035755
MIN,-0.550460000755265
MIN,-0.575189442373812
MIN,1.89004462887533
MIN,-1.5335833899444
MIN,-0.918673112988472
MIN,3.08052245189901
MIN,1.55176393111469
MIN,-0.358856550359633
MIN,-1.66713156620972
MIN,-0.535331607102478
ATL,-1.63231005566195
ATL,-0.6843461827375
ATL,-0.0276802299777046
MIN,0.556928775389679
MIN,-4.5569959130371
ATL,-0.0285175961325876
ATL,-0.582035764295142
ATL,-0.97274795722212
MIN,-0.168243299354799
MIN,2.04485956191371
MIN,-0.765540706925094
MIN,-1.93942482257262
ATL,-0.693127465900034
ATL,1.80261102854274
ATL,0.484081838047132
ATL,0.280890624388121
MIN,0.42822504742071
MIN,-0.60571173299104
MIN,0.80261017032899
MIN,-1.59188326168805
ATL,-1.94302218873054
ATL,-1.00192417437211
MIN,-6.38558111339808
ATL,-2.02087281108834
ATL,0.0738633785400402
MIN,-1.66883623134345
ATL,1.15607638959773
ATL,1.62375916400924
