team,week,season,n_games,n_plays,n_dropbacks,n_rushes,epa_per_play,epa_per_dropback,epa_per_rush,success_rate,def_epa_per_play,def_epa_per_dropback,def_epa_per_rush,def_success_rate_allowed
PIT,18,2025,1,73,50,23,0.05850,0.18683,-0.22049,0.45205,-0.13875,-0.41427,0.08379,0.34043
SEA,1,2025,1,49,24,25,-0.26539,-0.40680,-0.12964,0.46939,-0.11244,-0.36848,0.20967,0.50000
SEA,2,2025,1,61,35,26,0.10585,0.08154,0.13858,0.45902,0.18455,0.19780,0.16364,0.34694
SEA,3,2025,1,36,18,18,0.42555,0.94260,-0.09150,0.55556,0.04489,-0.06913,0.25120,0.45763
SEA,4,2025,1,63,30,33,0.06811,0.37992,-0.21536,0.42857,0.14689,0.13127,0.20455,0.36066
SEA,5,2025,1,54,34,20,0.40564,0.68862,-0.07542,0.61111,-0.39668,-0.66197,0.14785,0.51724
SEA,6,2025,1,47,28,19,0.02293,0.25167,-0.31416,0.40426,0.02185,0.00942,0.05638,0.38235
SEA,7,2025,1,50,28,22,-0.07639,-0.03508,-0.12896,0.42000,0.45008,0.33022,0.75436,0.34783
SEA,9,2025,1,42,24,18,0.58289,0.93533,0.11298,0.69048,0.13412,0.17235,0.06020,0.45455
SEA,10,2025,1,40,12,28,0.16287,0.28564,0.11025,0.57500,0.32215,0.27920,0.45959,0.41270
SEA,11,2025,1,79,45,34,-0.19966,-0.28136,-0.09151,0.45570,0.14087,0.33793,-0.12189,0.38776
SEA,12,2025,1,39,23,16,0.54181,0.63634,0.40593,0.56410,0.06930,-0.07016,0.33272,0.32692
SEA,13,2025,1,50,28,22,-0.20404,-0.32289,-0.05277,0.40000,0.84816,0.98205,0.49114,0.18182
SEA,14,2025,1,39,26,13,-0.04083,0.02112,-0.16474,0.46154,0.22469,0.27712,0.18390,0.41667
SEA,15,2025,1,56,37,19,-0.04144,0.10810,-0.33266,0.46429,0.09799,0.09048,0.10501,0.36207
SEA,16,2025,1,63,39,24,0.06940,-0.11661,0.37168,0.49206,-0.27310,-0.53136,0.09584,0.45882
SEA,17,2025,1,60,31,29,-0.11238,-0.27061,0.05677,0.38333,0.46595,0.53368,0.34641,0.38298
SEA,18,2025,1,53,26,27,0.03630,0.12339,-0.04756,0.47170,0.31191,0.33621,0.24388,0.39474
SF,1,2025,1,70,39,31,0.11244,0.36848,-0.20967,0.50000,0.26539,0.40680,0.12964,0.46939
SF,2,2025,1,64,42,22,0.04780,0.10299,-0.05757,0.48438,0.07787,0.08097,0.07329,0.43284
SF,3,2025,1,60,41,19,-0.05528,0.03870,-0.25809,0.51667,0.01104,-0.05677,0.12407,0.39062
SF,4,2025,1,64,41,23,-0.06949,-0.01931,-0.15896,0.43750,-0.07789,-0.15631,0.01172,0.46667
SF,5,2025,1,82,49,33,0.12499,0.28579,-0.11378,0.51220,-0.07494,-0.32725,0.66621,0.55556
SF,6,2025,1,63,43,20,-0.04185,-0.03813,-0.04984,0.46032,-0.35102,-0.54641,-0.13702,0.56818
SF,7,2025,1,62,28,34,0.04314,0.09040,0.00422,0.50000,0.05684,0.05278,0.06474,0.47170
SF,8,2025,1,34,26,8,-0.02851,-0.00886,-0.09238,0.35294,-0.29751,-0.58007,0.13720,0.51515
SF,9,2025,1,54,26,28,0.29070,0.38510,0.20303,0.53704,0.02586,0.00014,0.07928,0.42500
SF,10,2025,1,49,29,20,0.15456,0.36386,-0.14893,0.59184,-0.44516,-0.51443,-0.31045,0.64151
SF,11,2025,1,37,24,13,0.20107,0.31755,-0.01398,0.54054,-0.00229,-0.04118,0.10839,0.48000
SF,12,2025,1,61,32,29,0.02110,-0.06871,0.12021,0.47541,0.22472,0.29223,-0.02282,0.40476
SF,13,2025,1,52,29,23,0.02343,0.05564,-0.01717,0.34615,0.09791,-0.09432,0.21060,0.50000
SF,15,2025,1,52,27,25,0.41208,0.82054,-0.02906,0.59615,-0.08879,-0.03953,-0.15564,0.48485
SF,16,2025,1,58,33,25,0.51178,0.71166,0.24795,0.55172,-0.29429,-0.47389,0.03321,0.52083
SF,17,2025,1,68,38,30,0.28495,0.36186,0.18754,0.51471,-0.36258,-0.39410,-0.28377,0.49206
SF,18,2025,1,38,28,10,-0.31191,-0.33621,-0.24388,0.39474,-0.03630,-0.12339,0.04756,0.47170
TB,1,2025,1,55,37,18,0.11404,0.27894,-0.22492,0.36364,-0.05511,-0.35819,0.56423,0.44286
TB,2,2025,1,73,46,27,0.13464,0.10108,0.19180,0.52055,0.06539,0.08363,0.02770,0.39130
TB,3,2025,1,55,29,26,0.10441,0.56260,-0.40665,0.34545,0.49460,0.48077,0.52974,0.32609
TB,4,2025,1,67,43,24,-0.14611,-0.08741,-0.25129,0.37313,0.02674,-0.07254,0.16055,0.44444
TB,5,2025,1,58,39,19,0.39668,0.66197,-0.14785,0.51724,-0.40564,-0.68862,0.07542,0.61111
TB,6,2025,1,44,23,21,0.35102,0.54641,0.13702,0.56818,0.04185,0.03813,0.04984,0.46032
TB,7,2025,1,48,38,10,-0.49498,-0.64709,0.08300,0.31250,0.02937,0.15393,-0.12509,0.41071
TB,8,2025,1,47,24,23,-0.04406,0.02559,-0.11673,0.38298,0.65922,0.74267,0.35673,0.37838
TB,10,2025,1,60,38,22,-0.04538,-0.12435,0.09102,0.46667,-0.17789,-0.12234,-0.26881,0.36207
TB,11,2025,1,64,30,34,0.12143,0.05083,0.18373,0.45312,-0.28851,-0.34224,-0.19001,0.49020
TB,12,2025,1,52,32,20,-0.40745,-0.64285,-0.03081,0.34615,-0.24420,-0.29932,-0.03598,0.60465
TB,13,2025,1,54,33,21,0.06203,0.09806,0.00541,0.44444,0.02630,-0.11355,0.41090,0.60000
TB,14,2025,1,69,35,34,-0.17835,-0.23046,-0.12471,0.39130,-0.01819,-0.15865,0.09805,0.39623
TB,15,2025,1,62,41,21,0.05511,0.08854,-0.01016,0.46774,-0.22109,-0.27370,-0.10837,0.50000
TB,16,2025,1,60,30,30,0.10685,0.24125,-0.02755,0.43333,-0.10059,-0.11085,-0.07886,0.43396
TB,17,2025,1,60,47,13,-0.07121,-0.04978,-0.14867,0.46667,-0.20372,-0.19820,-0.21034,0.45455
TB,18,2025,1,61,26,35,0.00716,0.35900,-0.25421,0.44262,0.12238,-0.05860,0.56788,0.42222
TEN,1,2025,1,52,31,21,-0.38429,-0.34859,-0.43699,0.25000,0.14392,0.21404,0.02598,0.42373
TEN,2,2025,1,53,31,22,-0.17244,-0.24883,-0.06481,0.33962,-0.24261,-0.24970,-0.22843,0.43750
TEN,3,2025,1,48,31,17,-0.22374,-0.35101,0.00833,0.43750,-0.42190,-0.46270,-0.35119,0.56098
TEN,4,2025,1,35,22,13,-0.26469,-0.35231,-0.11643,0.31429,-0.10653,-0.12897,-0.08049,0.42593
TEN,5,2025,1,57,38,19,-0.11053,-0.06942,-0.19275,0.43860,0.04392,-0.12869,0.28558,0.38333
TEN,6,2025,1,37,22,15,-0.38616,-0.50370,-0.21376,0.32432,0.10232,-0.06690,0.26349,0.43902
TEN,7,2025,1,35,24,11,-0.27677,-0.29677,-0.23313,0.37143,-0.39694,-0.57032,-0.11138,0.53333
TEN,8,2025,1,41,26,15,-0.18587,-0.19038,-0.17805,0.39024,-0.47970,-0.33940,-0.81427,0.47727
TEN,9,2025,1,44,26,18,-0.17724,-0.08025,-0.31733,0.36364,-0.08705,-0.13954,0.01044,0.56667
TEN,11,2025,1,57,43,14,-0.11977,0.00294,-0.49667,0.36842,0.06697,0.00712,0.20092,0.41176
TEN,12,2025,1,52,34,18,-0.06930,0.07016,-0.33272,0.32692,-0.54181,-0.63634,-0.40593,0.56410
TEN,13,2025,1,34,23,11,-0.32611,-0.47230,-0.02043,0.26471,-0.17607,-0.30011,0.02376,0.44681
TEN,14,2025,1,60,29,31,-0.06657,-0.30289,0.15450,0.36667,0.06574,-0.04252,0.34240,0.42188
TEN,15,2025,1,33,19,14,0.08879,0.03953,0.15564,0.48485,-0.41208,-0.82054,0.02906,0.59615
TEN,16,2025,1,55,28,27,-0.01199,0.21580,-0.24823,0.41818,0.22487,0.30133,0.06558,0.40541
TEN,17,2025,1,67,41,26,-0.17780,-0.18322,-0.16924,0.34328,-0.30814,-0.43024,-0.12177,0.47917
TEN,18,2025,1,36,24,12,-0.39761,-0.52924,-0.13433,0.22222,-0.17144,-0.31612,0.18470,0.48889
WAS,1,2025,1,56,37,19,0.13027,0.14612,0.09940,0.51786,0.21898,0.23678,0.18115,0.36000
WAS,2,2025,1,45,33,12,-0.21620,-0.26668,-0.07736,0.31111,-0.26848,-0.38365,-0.11972,0.56364
WAS,3,2025,1,37,15,22,0.37374,0.64542,0.18850,0.54054,0.08904,0.09059,0.08750,0.31818
WAS,4,2025,1,46,26,20,-0.02043,-0.05188,0.02045,0.45652,-0.30406,-0.68686,0.06554,0.52632
WAS,5,2025,1,44,28,16,0.20675,0.39137,-0.11635,0.56818,0.14219,0.26214,-0.02776,0.37931
WAS,6,2025,1,59,35,24,-0.06370,0.27801,-0.56202,0.44068,-0.16553,-0.12639,-0.21875,0.52542
WAS,7,2025,1,55,33,22,-0.15463,-0.38939,0.19750,0.47273,-0.21864,-0.31380,-0.06004,0.45833
WAS,8,2025,1,43,27,16,-0.13553,-0.17203,-0.07393,0.41860,-0.23116,-0.21505,-0.26339,0.53333
WAS,9,2025,1,44,29,15,-0.13412,-0.17235,-0.06020,0.45455,-0.58289,-0.93533,-0.11298,0.69048
WAS,10,2025,1,37,21,16,0.12094,0.29656,-0.10957,0.48649,-0.53366,-0.77796,-0.20793,0.58929
WAS,11,2025,1,64,32,32,0.07063,0.25606,-0.11480,0.51562,0.01985,-0.08528,0.09785,0.51852
WAS,13,2025,1,85,56,29,0.07272,0.04509,0.12609,0.41176,-0.18287,-0.24293,-0.04557,0.44928
WAS,14,2025,1,43,29,14,-0.42560,-0.65289,0.04521,0.32558,-0.28291,-0.45329,-0.12064,0.56098
WAS,15,2025,1,44,22,22,0.17888,0.29816,0.05960,0.50000,0.08127,0.03565,0.16422,0.41935
WAS,16,2025,1,42,22,20,-0.21935,-0.34014,-0.08649,0.33333,-0.20477,-0.27347,-0.07766,0.50877
WAS,17,2025,1,40,26,14,0.19653,0.16512,0.25487,0.42500,-0.24478,-0.26889,-0.21532,0.48750
WAS,18,2025,1,58,27,31,-0.01514,0.33191,-0.31741,0.46552,0.06901,0.11449,-0.04333,0.45763
