category,metric_path,metric_title,free_full,rank,name,name_href,team,position,season_label,season_value,last_1,last_3,last_5,last_10,home,away,extra_json
advanced-players,/nfl/advanced/players/receiving/drops,Drops | NFL Advanced Stats,yes,6,Mike EvansM. Evans,/nfl/player-pages/6348/mike-evans,San Francisco 49ers,WR,2026,1,1,1,1,1,-,1,
advanced-players,/nfl/advanced/players/receiving/drops,Drops | NFL Advanced Stats,yes,6,Arian SmithA. Smith,/nfl/player-pages/6694/arian-smith,New York Jets,WR,2026,1,1,1,1,1,-,1,
advanced-players,/nfl/advanced/players/receiving/drops,Drops | NFL Advanced Stats,yes,6,Andrew OgletreeA. Ogletree,/nfl/player-pages/7049/andrew-ogletree,Indianapolis Colts,TE,2026,1,1,1,1,1,1,-,
advanced-players,/nfl/advanced/players/receiving/drops,Drops | NFL Advanced Stats,yes,6,Pat BryantP. Bryant,/nfl/player-pages/10566/pat-bryant,Denver Broncos,WR,2026,1,1,1,1,1,-,1,
advanced-players,/nfl/advanced/players/receiving/drops,Drops | NFL Advanced Stats,yes,6,Mason TaylorM. Taylor,/nfl/player-pages/11553/mason-taylor,New York Jets,TE,2026,1,1,1,1,1,-,1,
advanced-players,/nfl/advanced/players/receiving/drops,Drops | NFL Advanced Stats,yes,6,Cade OttonC. Otton,/nfl/player-pages/13236/cade-otton,Tampa Bay Buccaneers,TE,2026,1,1,1,1,1,-,1,
advanced-players,/nfl/advanced/players/receiving/drops,Drops | NFL Advanced Stats,yes,6,Devaughn VeleD. Vele,/nfl/player-pages/13889/devaughn-vele,New Orleans Saints,WR,2026,1,1,1,1,1,-,1,
advanced-players,/nfl/advanced/players/receiving/drops,Drops | NFL Advanced Stats,yes,6,Jeremiyah LoveJ. Love,/nfl/player-pages/110663/jeremiyah-love,Arizona Cardinals,RB,2026,1,1,1,1,1,-,1,
advanced-players,/nfl/advanced/players/receiving/drops,Drops | NFL Advanced Stats,yes,6,Tyjae SpearsT. Spears,/nfl/player-pages/16445/tyjae-spears,Tennessee Titans,RB,2026,1,1,1,1,1,1,-,
advanced-players,/nfl/advanced/players/receiving/drops,Drops | NFL Advanced Stats,yes,6,Mark AndrewsM. Andrews,/nfl/player-pages/17753/mark-andrews,Baltimore Ravens,TE,2026,1,1,1,1,1,-,1,
advanced-players,/nfl/advanced/players/receiving/drops,Drops | NFL Advanced Stats,yes,6,Stefon DiggsS. Diggs,/nfl/player-pages/17968/stefon-diggs,Washington Commanders,WR,2026,1,1,1,1,1,-,1,
advanced-players,/nfl/advanced/players/receiving/drops,Drops | NFL Advanced Stats,yes,6,Cody WhiteC. White,/nfl/player-pages/19933/cody-white,Las Vegas Raiders,WR,2026,1,1,1,1,1,1,-,
advanced-players,/nfl/advanced/players/receiving/drops,Drops | NFL Advanced Stats,yes,6,Trey McBrideT. McBride,/nfl/player-pages/20178/trey-mcbride,Arizona Cardinals,TE,2026,1,1,1,1,1,-,1,
advanced-players,/nfl/advanced/players/receiving/drops,Drops | NFL Advanced Stats,yes,6,Quintin MorrisQ. Morris,/nfl/player-pages/21527/quintin-morris,Jacksonville Jaguars,TE,2026,1,1,1,1,1,1,-,
advanced-players,/nfl/advanced/players/receiving/drops,Drops | NFL Advanced Stats,yes,6,Jaylen WaddleJ. Waddle,/nfl/player-pages/22211/jaylen-waddle,Denver Broncos,WR,2026,1,1,1,1,1,-,1,
advanced-players,/nfl/advanced/players/receiving/drops,Drops | NFL Advanced Stats,yes,6,Deebo Samuel Sr.D. Samuel Sr.,/nfl/player-pages/22670/deebo-samuel-sr,San Francisco 49ers,WR,2026,1,1,1,1,1,-,1,
