category,metric_path,metric_title,free_full,rank,name,name_href,team,position,season_label,season_value,last_1,last_3,last_5,last_10,home,away,extra_json
advanced-teams,/nfl/advanced/teams/coverage/slot-receptions-allowed,Slot WR Receptions Allowed | NFL Advanced Stats,no,2,Detroit Lions,,Detroit Lions,,2026,7,7,7,7,7,7,-,"{""2025"": ""68""}"
advanced-teams,/nfl/advanced/teams/coverage/slot-receptions-allowed,Slot WR Receptions Allowed | NFL Advanced Stats,no,2,Los Angeles Rams,,Los Angeles Rams,,2026,7,7,7,7,7,7,-,"{""2025"": ""62""}"
advanced-teams,/nfl/advanced/teams/coverage/slot-receptions-allowed,Slot WR Receptions Allowed | NFL Advanced Stats,no,2,Carolina Panthers,,Carolina Panthers,,2026,7,7,7,7,7,7,-,"{""2025"": ""66""}"
advanced-teams,/nfl/advanced/teams/coverage/slot-target-rate-allowed,Slot WR Target Rate Allowed | NFL Advanced Stats,no,1,Los Angeles Rams,,Los Angeles Rams,,2026,41.2%,41.2%,41.2%,41.2%,41.2%,41.2%,-,"{""2025"": ""20.7%""}"
advanced-teams,/nfl/advanced/teams/coverage/slot-target-rate-allowed,Slot WR Target Rate Allowed | NFL Advanced Stats,no,2,Philadelphia Eagles,,Philadelphia Eagles,,2026,35.1%,35.1%,35.1%,35.1%,35.1%,35.1%,-,"{""2025"": ""17.7%""}"
advanced-teams,/nfl/advanced/teams/coverage/slot-target-rate-allowed,Slot WR Target Rate Allowed | NFL Advanced Stats,no,3,Carolina Panthers,,Carolina Panthers,,2026,25.9%,25.9%,25.9%,25.9%,25.9%,25.9%,-,"{""2025"": ""21.6%""}"
advanced-teams,/nfl/advanced/teams/coverage/slot-target-rate-allowed,Slot WR Target Rate Allowed | NFL Advanced Stats,no,4,New Orleans Saints,,New Orleans Saints,,2026,25.0%,25.0%,25.0%,25.0%,25.0%,-,25.0%,"{""2025"": ""17.7%""}"
advanced-teams,/nfl/advanced/teams/coverage/slot-target-rate-allowed,Slot WR Target Rate Allowed | NFL Advanced Stats,no,5,New York Giants,,New York Giants,,2026,23.3%,23.3%,23.3%,23.3%,23.3%,23.3%,-,"{""2025"": ""19.5%""}"
advanced-teams,/nfl/advanced/teams/coverage/slot-targets-allowed,Slot WR Targets Allowed | NFL Advanced Stats,no,1,Philadelphia Eagles,,Philadelphia Eagles,,2026,13,13,13,13,13,13,-,"{""2025"": ""100""}"
advanced-teams,/nfl/advanced/teams/coverage/slot-targets-allowed,Slot WR Targets Allowed | NFL Advanced Stats,no,2,New Orleans Saints,,New Orleans Saints,,2026,9,9,9,9,9,-,9,"{""2025"": ""81""}"
advanced-teams,/nfl/advanced/teams/coverage/slot-targets-allowed,Slot WR Targets Allowed | NFL Advanced Stats,no,2,Detroit Lions,,Detroit Lions,,2026,9,9,9,9,9,9,-,"{""2025"": ""107""}"
advanced-teams,/nfl/advanced/teams/coverage/slot-targets-allowed,Slot WR Targets Allowed | NFL Advanced Stats,no,2,Minnesota Vikings,,Minnesota Vikings,,2026,9,9,9,9,9,9,-,"{""2025"": ""96""}"
advanced-teams,/nfl/advanced/teams/coverage/slot-targets-allowed,Slot WR Targets Allowed | NFL Advanced Stats,no,5,Buffalo Bills,,Buffalo Bills,,2026,7,7,7,7,7,-,7,"{""2025"": ""102""}"
advanced-teams,/nfl/advanced/teams/coverage/target-rate-allowed-vs-man,Target Rate vs Man | NFL Advanced Stats,no,1,Seattle Seahawks,,Seattle Seahawks,,2026,27.8%,27.8%,27.8%,27.8%,27.8%,27.8%,-,"{""2025"": ""20.6%""}"
advanced-teams,/nfl/advanced/teams/coverage/target-rate-allowed-vs-man,Target Rate vs Man | NFL Advanced Stats,no,2,New Orleans Saints,,New Orleans Saints,,2026,25.8%,25.8%,25.8%,25.8%,25.8%,-,25.8%,"{""2025"": ""20.1%""}"
advanced-teams,/nfl/advanced/teams/coverage/target-rate-allowed-vs-man,Target Rate vs Man | NFL Advanced Stats,no,2,Minnesota Vikings,,Minnesota Vikings,,2026,25.8%,25.8%,25.8%,25.8%,25.8%,25.8%,-,"{""2025"": ""22.1%""}"
advanced-teams,/nfl/advanced/teams/coverage/target-rate-allowed-vs-man,Target Rate vs Man | NFL Advanced Stats,no,4,Los Angeles Rams,,Los Angeles Rams,,2026,23.8%,23.8%,23.8%,23.8%,23.8%,23.8%,-,"{""2025"": ""19.4%""}"
advanced-teams,/nfl/advanced/teams/coverage/target-rate-allowed-vs-man,Target Rate vs Man | NFL Advanced Stats,no,5,Los Angeles Chargers,,Los Angeles Chargers,,2026,23.3%,23.3%,23.3%,23.3%,23.3%,23.3%,-,"{""2025"": ""17.9%""}"
advanced-teams,/nfl/advanced/teams/coverage/target-rate-allowed-vs-zone,Target Rate vs Zone | NFL Advanced Stats,no,1,Los Angeles Rams,,Los Angeles Rams,,2026,24.4%,24.4%,24.4%,24.4%,24.4%,24.4%,-,"{""2025"": ""19.7%""}"
advanced-teams,/nfl/advanced/teams/coverage/target-rate-allowed-vs-zone,Target Rate vs Zone | NFL Advanced Stats,no,2,Miami Dolphins,,Miami Dolphins,,2026,23.8%,23.8%,23.8%,23.8%,23.8%,-,23.8%,"{""2025"": ""19.9%""}"
advanced-teams,/nfl/advanced/teams/coverage/target-rate-allowed-vs-zone,Target Rate vs Zone | NFL Advanced Stats,no,3,Minnesota Vikings,,Minnesota Vikings,,2026,23.7%,23.7%,23.7%,23.7%,23.7%,23.7%,-,"{""2025"": ""20.3%""}"
advanced-teams,/nfl/advanced/teams/coverage/target-rate-allowed-vs-zone,Target Rate vs Zone | NFL Advanced Stats,no,4,Arizona Cardinals,,Arizona Cardinals,,2026,22.7%,22.7%,22.7%,22.7%,22.7%,-,22.7%,"{""2025"": ""20.2%""}"
advanced-teams,/nfl/advanced/teams/coverage/target-rate-allowed-vs-zone,Target Rate vs Zone | NFL Advanced Stats,no,4,Los Angeles Chargers,,Los Angeles Chargers,,2026,22.7%,22.7%,22.7%,22.7%,22.7%,22.7%,-,"{""2025"": ""19.7%""}"
advanced-teams,/nfl/advanced/teams/coverage/touchdowns-allowed-per-pass-in,TDs Allowed Per Pass in Coverage | NFL Advanced Stats,no,1,Tennessee Titans,,Tennessee Titans,,2026,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,-,"{""2025"": ""5.5%""}"
advanced-teams,/nfl/advanced/teams/coverage/touchdowns-allowed-per-pass-in,TDs Allowed Per Pass in Coverage | NFL Advanced Stats,no,1,San Francisco 49ers,,San Francisco 49ers,,2026,0.0%,0.0%,0.0%,0.0%,0.0%,-,0.0%,"{""2025"": ""4.8%""}"
advanced-teams,/nfl/advanced/teams/coverage/touchdowns-allowed-per-pass-in,TDs Allowed Per Pass in Coverage | NFL Advanced Stats,no,1,Las Vegas Raiders,,Las Vegas Raiders,,2026,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,-,"{""2025"": ""3.8%""}"
advanced-teams,/nfl/advanced/teams/coverage/touchdowns-allowed-per-pass-in,TDs Allowed Per Pass in Coverage | NFL Advanced Stats,no,1,Cincinnati Bengals,,Cincinnati Bengals,,2026,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,-,"{""2025"": ""5.7%""}"
advanced-teams,/nfl/advanced/teams/coverage/touchdowns-allowed-per-pass-in,TDs Allowed Per Pass in Coverage | NFL Advanced Stats,no,5,Atlanta Falcons,,Atlanta Falcons,,2026,2.3%,2.3%,2.3%,2.3%,2.3%,-,2.3%,"{""2025"": ""4.7%""}"
advanced-teams,/nfl/advanced/teams/coverage/touchdowns-allowed-vs-man,TDs Allowed vs Man | NFL Advanced Stats,no,1,New Orleans Saints,,New Orleans Saints,,2026,1,1,1,1,1,-,1,"{""2025"": ""10""}"
advanced-teams,/nfl/advanced/teams/coverage/touchdowns-allowed-vs-man,TDs Allowed vs Man | NFL Advanced Stats,no,1,New York Giants,,New York Giants,,2026,1,1,1,1,1,1,-,"{""2025"": ""18""}"
advanced-teams,/nfl/advanced/teams/coverage/touchdowns-allowed-vs-man,TDs Allowed vs Man | NFL Advanced Stats,no,1,New York Jets,,New York Jets,,2026,1,1,1,1,1,-,1,"{""2025"": ""21""}"
advanced-teams,/nfl/advanced/teams/coverage/touchdowns-allowed-vs-man,TDs Allowed vs Man | NFL Advanced Stats,no,1,Minnesota Vikings,,Minnesota Vikings,,2026,1,1,1,1,1,1,-,"{""2025"": ""7""}"
advanced-teams,/nfl/advanced/teams/coverage/touchdowns-allowed-vs-man,TDs Allowed vs Man | NFL Advanced Stats,no,1,Los Angeles Rams,,Los Angeles Rams,,2026,1,1,1,1,1,1,-,"{""2025"": ""11""}"
advanced-teams,/nfl/advanced/teams/coverage/touchdowns-allowed-vs-zone,TDs Allowed vs Zone | NFL Advanced Stats,no,1,Green Bay Packers,,Green Bay Packers,,2026,1,1,1,1,1,-,1,"{""2025"": ""16""}"
advanced-teams,/nfl/advanced/teams/coverage/touchdowns-allowed-vs-zone,TDs Allowed vs Zone | NFL Advanced Stats,no,1,New England Patriots,,New England Patriots,,2026,1,1,1,1,1,-,1,"{""2025"": ""8""}"
advanced-teams,/nfl/advanced/teams/coverage/touchdowns-allowed-vs-zone,TDs Allowed vs Zone | NFL Advanced Stats,no,1,New Orleans Saints,,New Orleans Saints,,2026,1,1,1,1,1,-,1,"{""2025"": ""14""}"
advanced-teams,/nfl/advanced/teams/coverage/touchdowns-allowed-vs-zone,TDs Allowed vs Zone | NFL Advanced Stats,no,1,Jacksonville Jaguars,,Jacksonville Jaguars,,2026,1,1,1,1,1,1,-,"{""2025"": ""7""}"
advanced-teams,/nfl/advanced/teams/coverage/touchdowns-allowed-vs-zone,TDs Allowed vs Zone | NFL Advanced Stats,no,1,Dallas Cowboys,,Dallas Cowboys,,2026,1,1,1,1,1,-,1,"{""2025"": ""21""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-after-catch-allowed,Yards After Catch Allowed | NFL Advanced Stats,no,1,Green Bay Packers,,Green Bay Packers,,2026,46.0,46.0,46.0,46.0,46.0,-,46.0,"{""2025"": ""1513.0""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-after-catch-allowed,Yards After Catch Allowed | NFL Advanced Stats,no,2,Cleveland Browns,,Cleveland Browns,,2026,61.0,61.0,61.0,61.0,61.0,-,61.0,"{""2025"": ""1646.0""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-after-catch-allowed,Yards After Catch Allowed | NFL Advanced Stats,no,3,Washington Commanders,,Washington Commanders,,2026,65.0,65.0,65.0,65.0,65.0,-,65.0,"{""2025"": ""2230.0""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-after-catch-allowed,Yards After Catch Allowed | NFL Advanced Stats,no,4,Miami Dolphins,,Miami Dolphins,,2026,70.0,70.0,70.0,70.0,70.0,-,70.0,"{""2025"": ""2018.0""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-after-catch-allowed,Yards After Catch Allowed | NFL Advanced Stats,no,5,Philadelphia Eagles,,Philadelphia Eagles,,2026,71.0,71.0,71.0,71.0,71.0,71.0,-,"{""2025"": ""1591.0""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-after-catch-allowed-per-reception,Yards After Catch Allowed per Reception (Team Defense) | NFL Advanced Stats,no,1,Green Bay Packers,,Green Bay Packers,,2026,3.1,3.1,3.1,3.1,3.1,-,3.1,"{""2025"": ""4.2""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-after-catch-allowed-per-reception,Yards After Catch Allowed per Reception (Team Defense) | NFL Advanced Stats,no,2,Detroit Lions,,Detroit Lions,,2026,3.3,3.3,3.3,3.3,3.3,3.3,-,"{""2025"": ""4.3""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-after-catch-allowed-per-reception,Yards After Catch Allowed per Reception (Team Defense) | NFL Advanced Stats,no,3,Miami Dolphins,,Miami Dolphins,,2026,3.3,3.3,3.3,3.3,3.3,-,3.3,"{""2025"": ""5.4""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-after-catch-allowed-per-reception,Yards After Catch Allowed per Reception (Team Defense) | NFL Advanced Stats,no,4,Cleveland Browns,,Cleveland Browns,,2026,3.4,3.4,3.4,3.4,3.4,-,3.4,"{""2025"": ""5.3""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-after-catch-allowed-per-reception,Yards After Catch Allowed per Reception (Team Defense) | NFL Advanced Stats,no,5,Los Angeles Chargers,,Los Angeles Chargers,,2026,3.6,3.6,3.6,3.6,3.6,3.6,-,"{""2025"": ""5.8""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-allowed,Yards Allowed | NFL Advanced Stats,no,1,Kansas City Chiefs,,Kansas City Chiefs,,2026,177,177,177,177,177,177,-,"{""2025"": ""5143""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-allowed,Yards Allowed | NFL Advanced Stats,no,2,New York Jets,,New York Jets,,2026,195,195,195,195,195,-,195,"{""2025"": ""6072""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-allowed,Yards Allowed | NFL Advanced Stats,no,3,Pittsburgh Steelers,,Pittsburgh Steelers,,2026,238,238,238,238,238,238,-,"{""2025"": ""6091""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-allowed,Yards Allowed | NFL Advanced Stats,no,4,Green Bay Packers,,Green Bay Packers,,2026,244,244,244,244,244,-,244,"{""2025"": ""5312""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-allowed,Yards Allowed | NFL Advanced Stats,no,4,New York Giants,,New York Giants,,2026,244,244,244,244,244,244,-,"{""2025"": ""6143""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-per-attempt-vs-man,Yards/Attempt vs Man | NFL Advanced Stats,no,1,Pittsburgh Steelers,,Pittsburgh Steelers,,2026,0.0,0.0,0.0,0.0,0.0,0.0,-,"{""2025"": ""6.3""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-per-attempt-vs-man,Yards/Attempt vs Man | NFL Advanced Stats,no,2,Seattle Seahawks,,Seattle Seahawks,,2026,0.4,0.4,0.4,0.4,0.4,0.4,-,"{""2025"": ""4.0""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-per-attempt-vs-man,Yards/Attempt vs Man | NFL Advanced Stats,no,3,New Orleans Saints,,New Orleans Saints,,2026,1.5,1.5,1.5,1.5,1.5,-,1.5,"{""2025"": ""5.4""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-per-attempt-vs-man,Yards/Attempt vs Man | NFL Advanced Stats,no,4,New York Jets,,New York Jets,,2026,2.3,2.3,2.3,2.3,2.3,-,2.3,"{""2025"": ""7.2""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-per-attempt-vs-man,Yards/Attempt vs Man | NFL Advanced Stats,no,5,Minnesota Vikings,,Minnesota Vikings,,2026,2.6,2.6,2.6,2.6,2.6,2.6,-,"{""2025"": ""5.8""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-per-attempt-vs-zone,Yards/Attempt vs Zone | NFL Advanced Stats,no,1,Denver Broncos,,Denver Broncos,,2026,3.3,3.3,3.3,3.3,3.3,-,3.3,"{""2025"": ""5.5""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-per-attempt-vs-zone,Yards/Attempt vs Zone | NFL Advanced Stats,no,2,Philadelphia Eagles,,Philadelphia Eagles,,2026,4.2,4.2,4.2,4.2,4.2,4.2,-,"{""2025"": ""6.5""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-per-attempt-vs-zone,Yards/Attempt vs Zone | NFL Advanced Stats,no,3,Baltimore Ravens,,Baltimore Ravens,,2026,4.3,4.3,4.3,4.3,4.3,-,4.3,"{""2025"": ""6.6""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-per-attempt-vs-zone,Yards/Attempt vs Zone | NFL Advanced Stats,no,4,New York Jets,,New York Jets,,2026,4.4,4.4,4.4,4.4,4.4,-,4.4,"{""2025"": ""7.0""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-per-attempt-vs-zone,Yards/Attempt vs Zone | NFL Advanced Stats,no,5,Green Bay Packers,,Green Bay Packers,,2026,4.8,4.8,4.8,4.8,4.8,-,4.8,"{""2025"": ""6.0""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-per-route-run-allowed,Yards per Route Run Allowed | NFL Advanced Stats,no,1,Indianapolis Colts,,Indianapolis Colts,,2026,2.75,2.75,2.75,2.75,2.75,2.75,-,"{""2025"": ""1.54""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-per-route-run-allowed,Yards per Route Run Allowed | NFL Advanced Stats,no,2,Cleveland Browns,,Cleveland Browns,,2026,2.50,2.50,2.50,2.50,2.50,-,2.50,"{""2025"": ""1.36""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-per-route-run-allowed,Yards per Route Run Allowed | NFL Advanced Stats,no,3,Houston Texans,,Houston Texans,,2026,2.44,2.44,2.44,2.44,2.44,2.44,-,"{""2025"": ""1.34""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-per-route-run-allowed,Yards per Route Run Allowed | NFL Advanced Stats,no,4,Minnesota Vikings,,Minnesota Vikings,,2026,2.33,2.33,2.33,2.33,2.33,2.33,-,"{""2025"": ""1.47""}"
advanced-teams,/nfl/advanced/teams/coverage/yards-per-route-run-allowed,Yards per Route Run Allowed | NFL Advanced Stats,no,5,Chicago Bears,,Chicago Bears,,2026,2.07,2.07,2.07,2.07,2.07,-,2.07,"{""2025"": ""1.63""}"
advanced-teams,/nfl/advanced/teams/coverage/zone-coverage-rate,Zone Coverage Rate | NFL Advanced Stats,no,1,Pittsburgh Steelers,,Pittsburgh Steelers,,2026,96.2%,96.2%,96.2%,96.2%,96.2%,96.2%,-,"{""2025"": ""64.0%""}"
advanced-teams,/nfl/advanced/teams/coverage/zone-coverage-rate,Zone Coverage Rate | NFL Advanced Stats,no,2,Seattle Seahawks,,Seattle Seahawks,,2026,86.1%,86.1%,86.1%,86.1%,86.1%,86.1%,-,"{""2025"": ""71.4%""}"
advanced-teams,/nfl/advanced/teams/coverage/zone-coverage-rate,Zone Coverage Rate | NFL Advanced Stats,no,3,Los Angeles Rams,,Los Angeles Rams,,2026,85.3%,85.3%,85.3%,85.3%,85.3%,85.3%,-,"{""2025"": ""74.5%""}"
advanced-teams,/nfl/advanced/teams/coverage/zone-coverage-rate,Zone Coverage Rate | NFL Advanced Stats,no,4,Las Vegas Raiders,,Las Vegas Raiders,,2026,84.4%,84.4%,84.4%,84.4%,84.4%,84.4%,-,"{""2025"": ""79.5%""}"
advanced-teams,/nfl/advanced/teams/coverage/zone-coverage-rate,Zone Coverage Rate | NFL Advanced Stats,no,5,Washington Commanders,,Washington Commanders,,2026,82.1%,82.1%,82.1%,82.1%,82.1%,-,82.1%,"{""2025"": ""69.2%""}"
advanced-teams,/nfl/advanced/teams/defense/blitz-rate,Blitz Rate | NFL Advanced Team Stats,no,1,Minnesota Vikings,,Minnesota Vikings,,2026,80.4%,80.4%,80.4%,80.4%,80.4%,80.4%,-,"{""2025"": ""54.0%""}"
advanced-teams,/nfl/advanced/teams/defense/blitz-rate,Blitz Rate | NFL Advanced Team Stats,no,2,Green Bay Packers,,Green Bay Packers,,2026,48.4%,48.4%,48.4%,48.4%,48.4%,-,48.4%,"{""2025"": ""26.3%""}"
advanced-teams,/nfl/advanced/teams/defense/blitz-rate,Blitz Rate | NFL Advanced Team Stats,no,3,New England Patriots,,New England Patriots,,2026,48.1%,48.1%,48.1%,48.1%,48.1%,-,48.1%,"{""2025"": ""29.8%""}"
advanced-teams,/nfl/advanced/teams/defense/blitz-rate,Blitz Rate | NFL Advanced Team Stats,no,4,Tampa Bay Buccaneers,,Tampa Bay Buccaneers,,2026,45.9%,45.9%,45.9%,45.9%,45.9%,-,45.9%,"{""2025"": ""39.3%""}"
advanced-teams,/nfl/advanced/teams/defense/blitz-rate,Blitz Rate | NFL Advanced Team Stats,no,5,Denver Broncos,,Denver Broncos,,2026,45.5%,45.5%,45.5%,45.5%,45.5%,-,45.5%,"{""2025"": ""32.5%""}"
advanced-teams,/nfl/advanced/teams/defense/broken-tackles,Broken Tackles | NFL Advanced Team Stats,no,1,Tennessee Titans,,Tennessee Titans,,2026,2,2,2,2,2,2,-,"{""2025"": ""120""}"
advanced-teams,/nfl/advanced/teams/defense/broken-tackles,Broken Tackles | NFL Advanced Team Stats,no,1,Minnesota Vikings,,Minnesota Vikings,,2026,2,2,2,2,2,2,-,"{""2025"": ""101""}"
advanced-teams,/nfl/advanced/teams/defense/broken-tackles,Broken Tackles | NFL Advanced Team Stats,no,3,Jacksonville Jaguars,,Jacksonville Jaguars,,2026,3,3,3,3,3,3,-,"{""2025"": ""149""}"
advanced-teams,/nfl/advanced/teams/defense/broken-tackles,Broken Tackles | NFL Advanced Team Stats,no,3,Cleveland Browns,,Cleveland Browns,,2026,3,3,3,3,3,-,3,"{""2025"": ""140""}"
advanced-teams,/nfl/advanced/teams/defense/broken-tackles,Broken Tackles | NFL Advanced Team Stats,no,5,Green Bay Packers,,Green Bay Packers,,2026,4,4,4,4,4,-,4,"{""2025"": ""154""}"
advanced-teams,/nfl/advanced/teams/defense/broken-tackles-forced-per-attempt,Broken Tackles Forced/Attempt | NFL Advanced Team Stats,no,1,Tennessee Titans,,Tennessee Titans,,2026,0.02,0.02,0.02,0.02,0.02,0.02,-,"{""2025"": ""0.11""}"
advanced-teams,/nfl/advanced/teams/defense/broken-tackles-forced-per-attempt,Broken Tackles Forced/Attempt | NFL Advanced Team Stats,no,2,Minnesota Vikings,,Minnesota Vikings,,2026,0.04,0.04,0.04,0.04,0.04,0.04,-,"{""2025"": ""0.08""}"
advanced-teams,/nfl/advanced/teams/defense/broken-tackles-forced-per-attempt,Broken Tackles Forced/Attempt | NFL Advanced Team Stats,no,3,Cleveland Browns,,Cleveland Browns,,2026,0.05,0.05,0.05,0.05,0.05,-,0.05,"{""2025"": ""0.13""}"
advanced-teams,/nfl/advanced/teams/defense/broken-tackles-forced-per-attempt,Broken Tackles Forced/Attempt | NFL Advanced Team Stats,no,4,Denver Broncos,,Denver Broncos,,2026,0.05,0.05,0.05,0.05,0.05,-,0.05,"{""2025"": ""0.12""}"
advanced-teams,/nfl/advanced/teams/defense/broken-tackles-forced-per-attempt,Broken Tackles Forced/Attempt | NFL Advanced Team Stats,no,5,Jacksonville Jaguars,,Jacksonville Jaguars,,2026,0.06,0.06,0.06,0.06,0.06,0.06,-,"{""2025"": ""0.14""}"
advanced-teams,/nfl/advanced/teams/defense/missed-tackle-percentage,Missed Tackle Percentage | NFL Advanced Team Stats,no,1,Green Bay Packers,,Green Bay Packers,,2026,4.1%,4.1%,4.1%,4.1%,4.1%,-,4.1%,"{""2025"": ""11.2%""}"
advanced-teams,/nfl/advanced/teams/defense/missed-tackle-percentage,Missed Tackle Percentage | NFL Advanced Team Stats,no,2,Cleveland Browns,,Cleveland Browns,,2026,4.8%,4.8%,4.8%,4.8%,4.8%,-,4.8%,"{""2025"": ""12.0%""}"
advanced-teams,/nfl/advanced/teams/defense/missed-tackle-percentage,Missed Tackle Percentage | NFL Advanced Team Stats,no,3,New York Jets,,New York Jets,,2026,4.9%,4.9%,4.9%,4.9%,4.9%,-,4.9%,"{""2025"": ""13.2%""}"
advanced-teams,/nfl/advanced/teams/defense/missed-tackle-percentage,Missed Tackle Percentage | NFL Advanced Team Stats,no,4,Jacksonville Jaguars,,Jacksonville Jaguars,,2026,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,-,"{""2025"": ""9.6%""}"
advanced-teams,/nfl/advanced/teams/defense/missed-tackle-percentage,Missed Tackle Percentage | NFL Advanced Team Stats,no,5,Miami Dolphins,,Miami Dolphins,,2026,6.3%,6.3%,6.3%,6.3%,6.3%,-,6.3%,"{""2025"": ""11.5%""}"
advanced-teams,/nfl/advanced/teams/defense/missed-tackles,Missed Tackles | NFL Advanced Team Stats,no,1,Green Bay Packers,,Green Bay Packers,,2026,2,2,2,2,2,-,2,"{""2025"": ""131""}"
advanced-teams,/nfl/advanced/teams/defense/missed-tackles,Missed Tackles | NFL Advanced Team Stats,no,1,New York Jets,,New York Jets,,2026,2,2,2,2,2,-,2,"{""2025"": ""159""}"
advanced-teams,/nfl/advanced/teams/defense/missed-tackles,Missed Tackles | NFL Advanced Team Stats,no,3,Jacksonville Jaguars,,Jacksonville Jaguars,,2026,3,3,3,3,3,3,-,"{""2025"": ""101""}"
advanced-teams,/nfl/advanced/teams/defense/missed-tackles,Missed Tackles | NFL Advanced Team Stats,no,3,Cleveland Browns,,Cleveland Browns,,2026,3,3,3,3,3,-,3,"{""2025"": ""133""}"
advanced-teams,/nfl/advanced/teams/defense/missed-tackles,Missed Tackles | NFL Advanced Team Stats,no,5,Baltimore Ravens,,Baltimore Ravens,,2026,4,4,4,4,4,-,4,"{""2025"": ""130""}"
advanced-teams,/nfl/advanced/teams/defense/opponent-explosive-play-rate,Opp Explosive Play Rate | NFL Advanced Team Stats,no,1,New York Giants,,New York Giants,,2026,1.9%,1.9%,1.9%,1.9%,1.9%,1.9%,-,"{""2025"": ""12.0%""}"
advanced-teams,/nfl/advanced/teams/defense/opponent-explosive-play-rate,Opp Explosive Play Rate | NFL Advanced Team Stats,no,2,Kansas City Chiefs,,Kansas City Chiefs,,2026,2.2%,2.2%,2.2%,2.2%,2.2%,2.2%,-,"{""2025"": ""8.8%""}"
advanced-teams,/nfl/advanced/teams/defense/opponent-explosive-play-rate,Opp Explosive Play Rate | NFL Advanced Team Stats,no,3,Green Bay Packers,,Green Bay Packers,,2026,3.4%,3.4%,3.4%,3.4%,3.4%,-,3.4%,"{""2025"": ""7.7%""}"
advanced-teams,/nfl/advanced/teams/defense/opponent-explosive-play-rate,Opp Explosive Play Rate | NFL Advanced Team Stats,no,4,New York Jets,,New York Jets,,2026,4.1%,4.1%,4.1%,4.1%,4.1%,-,4.1%,"{""2025"": ""11.6%""}"
advanced-teams,/nfl/advanced/teams/defense/opponent-explosive-play-rate,Opp Explosive Play Rate | NFL Advanced Team Stats,no,5,Seattle Seahawks,,Seattle Seahawks,,2026,4.5%,4.5%,4.5%,4.5%,4.5%,4.5%,-,"{""2025"": ""6.8%""}"
advanced-teams,/nfl/advanced/teams/defense/pressure-rate,Pressure Rate | NFL Advanced Team Stats,no,1,Kansas City Chiefs,,Kansas City Chiefs,,2026,54.3%,54.3%,54.3%,54.3%,54.3%,54.3%,-,"{""2025"": ""33.6%""}"
advanced-teams,/nfl/advanced/teams/defense/pressure-rate,Pressure Rate | NFL Advanced Team Stats,no,2,Jacksonville Jaguars,,Jacksonville Jaguars,,2026,53.1%,53.1%,53.1%,53.1%,53.1%,53.1%,-,"{""2025"": ""27.9%""}"
advanced-teams,/nfl/advanced/teams/defense/pressure-rate,Pressure Rate | NFL Advanced Team Stats,no,3,Philadelphia Eagles,,Philadelphia Eagles,,2026,45.0%,45.0%,45.0%,45.0%,45.0%,45.0%,-,"{""2025"": ""33.1%""}"
advanced-teams,/nfl/advanced/teams/defense/pressure-rate,Pressure Rate | NFL Advanced Team Stats,no,3,Carolina Panthers,,Carolina Panthers,,2026,45.0%,45.0%,45.0%,45.0%,45.0%,45.0%,-,"{""2025"": ""21.7%""}"
advanced-teams,/nfl/advanced/teams/defense/pressure-rate,Pressure Rate | NFL Advanced Team Stats,no,5,Washington Commanders,,Washington Commanders,,2026,44.1%,44.1%,44.1%,44.1%,44.1%,-,44.1%,"{""2025"": ""31.3%""}"
advanced-teams,/nfl/advanced/teams/defense/quarterback-hit-percentage,QB Hit Percentage | NFL Advanced Team Stats,no,1,Minnesota Vikings,,Minnesota Vikings,,2026,32.6%,32.6%,32.6%,32.6%,32.6%,32.6%,-,"{""2025"": ""18.1%""}"
