category,metric_path,metric_title,free_full,rank,name,name_href,team,position,season_label,season_value,last_1,last_3,last_5,last_10,home,away,extra_json
advanced-teams,/nfl/advanced/teams/rushing/outside-zone-yards-per-attempt,Outside Zone Yards/Attempt | NFL Advanced Stats,no,5,Detroit Lions,,Detroit Lions,,2026,6.2,6.2,6.2,6.2,6.2,6.2,-,"{""2025"": ""4.6""}"
advanced-teams,/nfl/advanced/teams/rushing/power-attempts,Power Attempts | NFL Advanced Stats,no,1,New York Giants,,New York Giants,,2026,9,9,9,9,9,9,-,"{""2025"": ""59""}"
advanced-teams,/nfl/advanced/teams/rushing/power-attempts,Power Attempts | NFL Advanced Stats,no,2,Kansas City Chiefs,,Kansas City Chiefs,,2026,7,7,7,7,7,7,-,"{""2025"": ""47""}"
advanced-teams,/nfl/advanced/teams/rushing/power-attempts,Power Attempts | NFL Advanced Stats,no,3,Atlanta Falcons,,Atlanta Falcons,,2026,6,6,6,6,6,-,6,"{""2025"": ""11""}"
advanced-teams,/nfl/advanced/teams/rushing/power-attempts,Power Attempts | NFL Advanced Stats,no,4,Houston Texans,,Houston Texans,,2026,5,5,5,5,5,5,-,"{""2025"": ""15""}"
advanced-teams,/nfl/advanced/teams/rushing/power-attempts,Power Attempts | NFL Advanced Stats,no,5,Green Bay Packers,,Green Bay Packers,,2026,4,4,4,4,4,-,4,"{""2025"": ""26""}"
advanced-teams,/nfl/advanced/teams/rushing/power-rate,Power Rate | NFL Advanced Stats,no,1,New York Giants,,New York Giants,,2026,24.3%,24.3%,24.3%,24.3%,24.3%,24.3%,-,"{""2025"": ""11.5%""}"
advanced-teams,/nfl/advanced/teams/rushing/power-rate,Power Rate | NFL Advanced Stats,no,2,Atlanta Falcons,,Atlanta Falcons,,2026,19.4%,19.4%,19.4%,19.4%,19.4%,-,19.4%,"{""2025"": ""2.3%""}"
advanced-teams,/nfl/advanced/teams/rushing/power-rate,Power Rate | NFL Advanced Stats,no,3,Green Bay Packers,,Green Bay Packers,,2026,19.0%,19.0%,19.0%,19.0%,19.0%,-,19.0%,"{""2025"": ""5.3%""}"
advanced-teams,/nfl/advanced/teams/rushing/power-rate,Power Rate | NFL Advanced Stats,no,4,Kansas City Chiefs,,Kansas City Chiefs,,2026,18.4%,18.4%,18.4%,18.4%,18.4%,18.4%,-,"{""2025"": ""10.9%""}"
advanced-teams,/nfl/advanced/teams/rushing/power-rate,Power Rate | NFL Advanced Stats,no,5,Miami Dolphins,,Miami Dolphins,,2026,16.7%,16.7%,16.7%,16.7%,16.7%,-,16.7%,"{""2025"": ""9.0%""}"
advanced-teams,/nfl/advanced/teams/rushing/power-yards-per-attempt,Power Yards/Attempt | NFL Advanced Stats,no,1,Las Vegas Raiders,,Las Vegas Raiders,,2026,15.0,15.0,15.0,15.0,15.0,15.0,-,"{""2025"": ""1.9""}"
advanced-teams,/nfl/advanced/teams/rushing/power-yards-per-attempt,Power Yards/Attempt | NFL Advanced Stats,no,2,Kansas City Chiefs,,Kansas City Chiefs,,2026,11.9,11.9,11.9,11.9,11.9,11.9,-,"{""2025"": ""3.3""}"
advanced-teams,/nfl/advanced/teams/rushing/power-yards-per-attempt,Power Yards/Attempt | NFL Advanced Stats,no,3,New York Jets,,New York Jets,,2026,7.3,7.3,7.3,7.3,7.3,-,7.3,"{""2025"": ""4.0""}"
advanced-teams,/nfl/advanced/teams/rushing/power-yards-per-attempt,Power Yards/Attempt | NFL Advanced Stats,no,4,Cleveland Browns,,Cleveland Browns,,2026,7.0,7.0,7.0,7.0,7.0,-,7.0,"{""2025"": ""3.4""}"
advanced-teams,/nfl/advanced/teams/rushing/power-yards-per-attempt,Power Yards/Attempt | NFL Advanced Stats,no,4,Tampa Bay Buccaneers,,Tampa Bay Buccaneers,,2026,7.0,7.0,7.0,7.0,7.0,-,7.0,"{""2025"": ""4.4""}"
advanced-teams,/nfl/advanced/teams/rushing/win-yards,Win Yards | NFL Advanced Stats,no,1,Kansas City Chiefs,,Kansas City Chiefs,,2026,209,209,209,209,209,209,-,"{""2025"": ""826""}"
advanced-teams,/nfl/advanced/teams/rushing/win-yards,Win Yards | NFL Advanced Stats,no,2,Chicago Bears,,Chicago Bears,,2026,134,134,134,134,134,-,134,"{""2025"": ""1123""}"
advanced-teams,/nfl/advanced/teams/rushing/win-yards,Win Yards | NFL Advanced Stats,no,3,Baltimore Ravens,,Baltimore Ravens,,2026,118,118,118,118,118,-,118,"{""2025"": ""1295""}"
advanced-teams,/nfl/advanced/teams/rushing/win-yards,Win Yards | NFL Advanced Stats,no,4,Arizona Cardinals,,Arizona Cardinals,,2026,98,98,98,98,98,-,98,"{""2025"": ""853""}"
advanced-teams,/nfl/advanced/teams/rushing/win-yards,Win Yards | NFL Advanced Stats,no,5,Detroit Lions,,Detroit Lions,,2026,89,89,89,89,89,89,-,"{""2025"": ""1180""}"
advanced-teams,/nfl/advanced/teams/rushing/win-yards-per-attempt,Win Yards per Attempt | NFL Advanced Stats,no,1,Kansas City Chiefs,,Kansas City Chiefs,,2026,5.5,5.5,5.5,5.5,5.5,5.5,-,"{""2025"": ""1.9""}"
advanced-teams,/nfl/advanced/teams/rushing/win-yards-per-attempt,Win Yards per Attempt | NFL Advanced Stats,no,2,Philadelphia Eagles,,Philadelphia Eagles,,2026,3.5,3.5,3.5,3.5,3.5,3.5,-,"{""2025"": ""2.0""}"
advanced-teams,/nfl/advanced/teams/rushing/win-yards-per-attempt,Win Yards per Attempt | NFL Advanced Stats,no,3,Chicago Bears,,Chicago Bears,,2026,3.4,3.4,3.4,3.4,3.4,-,3.4,"{""2025"": ""2.2""}"
advanced-teams,/nfl/advanced/teams/rushing/win-yards-per-attempt,Win Yards per Attempt | NFL Advanced Stats,no,4,Baltimore Ravens,,Baltimore Ravens,,2026,3.2,3.2,3.2,3.2,3.2,-,3.2,"{""2025"": ""2.6""}"
advanced-teams,/nfl/advanced/teams/rushing/win-yards-per-attempt,Win Yards per Attempt | NFL Advanced Stats,no,5,Denver Broncos,,Denver Broncos,,2026,2.9,2.9,2.9,2.9,2.9,-,2.9,"{""2025"": ""2.1""}"
advanced-teams,/nfl/advanced/teams/rushing/yards-after-contact,Yards After Contact | NFL Advanced Stats,no,1,Kansas City Chiefs,,Kansas City Chiefs,,2026,191,191,191,191,191,191,-,"{""2025"": ""767""}"
advanced-teams,/nfl/advanced/teams/rushing/yards-after-contact,Yards After Contact | NFL Advanced Stats,no,2,Chicago Bears,,Chicago Bears,,2026,128,128,128,128,128,-,128,"{""2025"": ""1037""}"
advanced-teams,/nfl/advanced/teams/rushing/yards-after-contact,Yards After Contact | NFL Advanced Stats,no,3,Baltimore Ravens,,Baltimore Ravens,,2026,111,111,111,111,111,-,111,"{""2025"": ""1217""}"
advanced-teams,/nfl/advanced/teams/rushing/yards-after-contact,Yards After Contact | NFL Advanced Stats,no,4,Arizona Cardinals,,Arizona Cardinals,,2026,87,87,87,87,87,-,87,"{""2025"": ""787""}"
advanced-teams,/nfl/advanced/teams/rushing/yards-after-contact,Yards After Contact | NFL Advanced Stats,no,5,Philadelphia Eagles,,Philadelphia Eagles,,2026,82,82,82,82,82,82,-,"{""2025"": ""866""}"
advanced-teams,/nfl/advanced/teams/rushing/yards-after-contact-per-attempt,Yards After Contact per Attempt | NFL Advanced Stats,no,1,Kansas City Chiefs,,Kansas City Chiefs,,2026,5.0,5.0,5.0,5.0,5.0,5.0,-,"{""2025"": ""1.8""}"
advanced-teams,/nfl/advanced/teams/rushing/yards-after-contact-per-attempt,Yards After Contact per Attempt | NFL Advanced Stats,no,2,Chicago Bears,,Chicago Bears,,2026,3.3,3.3,3.3,3.3,3.3,-,3.3,"{""2025"": ""2.1""}"
advanced-teams,/nfl/advanced/teams/rushing/yards-after-contact-per-attempt,Yards After Contact per Attempt | NFL Advanced Stats,no,3,Philadelphia Eagles,,Philadelphia Eagles,,2026,3.3,3.3,3.3,3.3,3.3,3.3,-,"{""2025"": ""1.8""}"
advanced-teams,/nfl/advanced/teams/rushing/yards-after-contact-per-attempt,Yards After Contact per Attempt | NFL Advanced Stats,no,4,Baltimore Ravens,,Baltimore Ravens,,2026,3.0,3.0,3.0,3.0,3.0,-,3.0,"{""2025"": ""2.4""}"
advanced-teams,/nfl/advanced/teams/rushing/yards-after-contact-per-attempt,Yards After Contact per Attempt | NFL Advanced Stats,no,5,Denver Broncos,,Denver Broncos,,2026,2.9,2.9,2.9,2.9,2.9,-,2.9,"{""2025"": ""1.9""}"
advanced-teams,/nfl/advanced/teams/rushing/yards-before-contact,Yards Before Contact | NFL Advanced Stats,no,1,New York Giants,,New York Giants,,2026,109,109,109,109,109,109,-,"{""2025"": ""710""}"
advanced-teams,/nfl/advanced/teams/rushing/yards-before-contact,Yards Before Contact | NFL Advanced Stats,no,2,Chicago Bears,,Chicago Bears,,2026,102,102,102,102,102,-,102,"{""2025"": ""1030""}"
advanced-teams,/nfl/advanced/teams/rushing/yards-before-contact,Yards Before Contact | NFL Advanced Stats,no,3,Detroit Lions,,Detroit Lions,,2026,81,81,81,81,81,81,-,"{""2025"": ""758""}"
advanced-teams,/nfl/advanced/teams/rushing/yards-before-contact,Yards Before Contact | NFL Advanced Stats,no,4,San Francisco 49ers,,San Francisco 49ers,,2026,79,79,79,79,79,-,79,"{""2025"": ""792""}"
advanced-teams,/nfl/advanced/teams/rushing/yards-before-contact,Yards Before Contact | NFL Advanced Stats,no,5,New York Jets,,New York Jets,,2026,73,73,73,73,73,-,73,"{""2025"": ""881""}"
advanced-teams,/nfl/advanced/teams/rushing/yards-before-contact-per-attempt,Yards Before Contact per Attempt | NFL Advanced Stats,no,1,Carolina Panthers,,Carolina Panthers,,2026,3.2,3.2,3.2,3.2,3.2,3.2,-,"{""2025"": ""1.7""}"
advanced-teams,/nfl/advanced/teams/rushing/yards-before-contact-per-attempt,Yards Before Contact per Attempt | NFL Advanced Stats,no,2,New York Giants,,New York Giants,,2026,2.9,2.9,2.9,2.9,2.9,2.9,-,"{""2025"": ""1.4""}"
advanced-teams,/nfl/advanced/teams/rushing/yards-before-contact-per-attempt,Yards Before Contact per Attempt | NFL Advanced Stats,no,3,Indianapolis Colts,,Indianapolis Colts,,2026,2.9,2.9,2.9,2.9,2.9,2.9,-,"{""2025"": ""1.6""}"
advanced-teams,/nfl/advanced/teams/rushing/yards-before-contact-per-attempt,Yards Before Contact per Attempt | NFL Advanced Stats,no,4,San Francisco 49ers,,San Francisco 49ers,,2026,2.6,2.6,2.6,2.6,2.6,-,2.6,"{""2025"": ""1.6""}"
advanced-teams,/nfl/advanced/teams/rushing/yards-before-contact-per-attempt,Yards Before Contact per Attempt | NFL Advanced Stats,no,5,Chicago Bears,,Chicago Bears,,2026,2.6,2.6,2.6,2.6,2.6,-,2.6,"{""2025"": ""2.0""}"
advanced-teams,/nfl/advanced/teams/trench-play/defensive-arby,Defensive ARBY | NFL Advanced Team Stats,no,,Arizona Cardinals,,Arizona Cardinals,,,,,,,,,,"{""ARBY Rk"": ""1"", ""ARBY/Car"": ""1.67"", ""RB Yds Rk"": ""4"", ""RB Yds/Car"": ""3.25""}"
advanced-teams,/nfl/advanced/teams/trench-play/defensive-arby,Defensive ARBY | NFL Advanced Team Stats,no,,Washington Commanders,,Washington Commanders,,,,,,,,,,"{""ARBY Rk"": ""2"", ""ARBY/Car"": ""1.78"", ""RB Yds Rk"": ""26"", ""RB Yds/Car"": ""5.00""}"
advanced-teams,/nfl/advanced/teams/trench-play/defensive-arby,Defensive ARBY | NFL Advanced Team Stats,no,,Seattle Seahawks,,Seattle Seahawks,,,,,,,,,,"{""ARBY Rk"": ""3"", ""ARBY/Car"": ""1.81"", ""RB Yds Rk"": ""1"", ""RB Yds/Car"": ""2.58""}"
advanced-teams,/nfl/advanced/teams/trench-play/defensive-arby,Defensive ARBY | NFL Advanced Team Stats,no,,Green Bay Packers,,Green Bay Packers,,,,,,,,,,"{""ARBY Rk"": ""4"", ""ARBY/Car"": ""1.90"", ""RB Yds Rk"": ""10"", ""RB Yds/Car"": ""3.67""}"
advanced-teams,/nfl/advanced/teams/trench-play/defensive-arby,Defensive ARBY | NFL Advanced Team Stats,no,,Minnesota Vikings,,Minnesota Vikings,,,,,,,,,,"{""ARBY Rk"": ""5"", ""ARBY/Car"": ""1.98"", ""RB Yds Rk"": ""5"", ""RB Yds/Car"": ""3.30""}"
advanced-teams,/nfl/advanced/teams/trench-play/defensive-expected-pressures,Defensive Expected Pressures | NFL Advanced Team Stats,no,1,Buffalo Bills,,Buffalo Bills,,2026,18.3,18.3,18.3,18.3,18.3,-,18.3,"{""2025"": ""175.6""}"
advanced-teams,/nfl/advanced/teams/trench-play/defensive-expected-pressures,Defensive Expected Pressures | NFL Advanced Team Stats,no,2,Atlanta Falcons,,Atlanta Falcons,,2026,17.1,17.1,17.1,17.1,17.1,-,17.1,"{""2025"": ""196.3""}"
advanced-teams,/nfl/advanced/teams/trench-play/defensive-expected-pressures,Defensive Expected Pressures | NFL Advanced Team Stats,no,3,Houston Texans,,Houston Texans,,2026,16.3,16.3,16.3,16.3,16.3,16.3,-,"{""2025"": ""207.5""}"
advanced-teams,/nfl/advanced/teams/trench-play/defensive-expected-pressures,Defensive Expected Pressures | NFL Advanced Team Stats,no,4,Seattle Seahawks,,Seattle Seahawks,,2026,16.3,16.3,16.3,16.3,16.3,16.3,-,"{""2025"": ""220.4""}"
advanced-teams,/nfl/advanced/teams/trench-play/defensive-expected-pressures,Defensive Expected Pressures | NFL Advanced Team Stats,no,5,Las Vegas Raiders,,Las Vegas Raiders,,2026,15.3,15.3,15.3,15.3,15.3,15.3,-,"{""2025"": ""196.1""}"
advanced-teams,/nfl/advanced/teams/trench-play/defensive-pressure-rate-over-expected,Defensive Pressure Rate Over Expected | NFL Advanced Team Stats,no,1,Denver Broncos,,Denver Broncos,,2026,20.4,20.4,20.4,20.4,20.4,-,20.4,"{""2025"": ""3.8""}"
advanced-teams,/nfl/advanced/teams/trench-play/defensive-pressure-rate-over-expected,Defensive Pressure Rate Over Expected | NFL Advanced Team Stats,no,2,Philadelphia Eagles,,Philadelphia Eagles,,2026,19.0,19.0,19.0,19.0,19.0,19.0,-,"{""2025"": ""2.5""}"
advanced-teams,/nfl/advanced/teams/trench-play/defensive-pressure-rate-over-expected,Defensive Pressure Rate Over Expected | NFL Advanced Team Stats,no,3,Minnesota Vikings,,Minnesota Vikings,,2026,18.3,18.3,18.3,18.3,18.3,18.3,-,"{""2025"": ""5.6""}"
advanced-teams,/nfl/advanced/teams/trench-play/defensive-pressure-rate-over-expected,Defensive Pressure Rate Over Expected | NFL Advanced Team Stats,no,4,Kansas City Chiefs,,Kansas City Chiefs,,2026,18.2,18.2,18.2,18.2,18.2,18.2,-,"{""2025"": ""4.8""}"
advanced-teams,/nfl/advanced/teams/trench-play/defensive-pressure-rate-over-expected,Defensive Pressure Rate Over Expected | NFL Advanced Team Stats,no,5,Washington Commanders,,Washington Commanders,,2026,14.0,14.0,14.0,14.0,14.0,-,14.0,"{""2025"": ""-2.5""}"
advanced-teams,/nfl/advanced/teams/trench-play/defensive-stacked-box-rate,Defensive Stacked Box Rate | NFL Advanced Team Stats,no,1,Miami Dolphins,,Miami Dolphins,,2026,40.0%,40.0%,40.0%,40.0%,40.0%,-,40.0%,"{""2025"": ""12.8%""}"
advanced-teams,/nfl/advanced/teams/trench-play/defensive-stacked-box-rate,Defensive Stacked Box Rate | NFL Advanced Team Stats,no,2,Las Vegas Raiders,,Las Vegas Raiders,,2026,33.3%,33.3%,33.3%,33.3%,33.3%,33.3%,-,"{""2025"": ""6.8%""}"
