Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
TE,Blake Whiteheart (44248816),Blake Whiteheart,44248816,TE/FLEX,2500,CAR@CLE 09/27/2026 01:00PM ET,CLE,5.6,
TE,Carsen Ryan (44248818),Carsen Ryan,44248818,TE/FLEX,2500,CAR@CLE 09/27/2026 01:00PM ET,CLE,0,
TE,Joe Royer (44248820),Joe Royer,44248820,TE/FLEX,2500,CAR@CLE 09/27/2026 01:00PM ET,CLE,0,OUT
TE,Messiah Swinson (44248822),Messiah Swinson,44248822,TE/FLEX,2500,CAR@CLE 09/27/2026 01:00PM ET,CLE,0,
TE,Robert Tonyan (44248824),Robert Tonyan,44248824,TE/FLEX,2500,CIN@PIT 09/27/2026 01:00PM ET,PIT,0,
TE,Lake McRee (44248826),Lake McRee,44248826,TE/FLEX,2500,CIN@PIT 09/27/2026 01:00PM ET,PIT,0,
TE,Erick All Jr. (44248828),Erick All Jr.,44248828,TE/FLEX,2500,CIN@PIT 09/27/2026 01:00PM ET,CIN,1.3,
TE,Jack Endries (44248830),Jack Endries,44248830,TE/FLEX,2500,CIN@PIT 09/27/2026 01:00PM ET,CIN,0,
TE,Tanner Hudson (44248832),Tanner Hudson,44248832,TE/FLEX,2500,CIN@PIT 09/27/2026 01:00PM ET,CIN,1.4,
TE,William Wagner (44248834),William Wagner,44248834,TE/FLEX,2500,CIN@PIT 09/27/2026 01:00PM ET,CIN,0,
TE,Mason Taylor (44248836),Mason Taylor,44248836,TE/FLEX,2500,NYJ@DET 09/27/2026 01:00PM ET,NYJ,0.9,D
TE,Jeremy Ruckert (44248838),Jeremy Ruckert,44248838,TE/FLEX,2500,NYJ@DET 09/27/2026 01:00PM ET,NYJ,2,
TE,Jelani Woods (44248840),Jelani Woods,44248840,TE/FLEX,2500,NYJ@DET 09/27/2026 01:00PM ET,NYJ,0,
TE,Brock Wright (44248842),Brock Wright,44248842,TE/FLEX,2500,NYJ@DET 09/27/2026 01:00PM ET,DET,0.8,
TE,Tyler Conklin (44248844),Tyler Conklin,44248844,TE/FLEX,2500,NYJ@DET 09/27/2026 01:00PM ET,DET,0,
TE,Jackson Meeks (44248846),Jackson Meeks,44248846,TE/FLEX,2500,NYJ@DET 09/27/2026 01:00PM ET,DET,0,
TE,Thomas Gordon (44248848),Thomas Gordon,44248848,TE/FLEX,2500,NYJ@DET 09/27/2026 01:00PM ET,DET,0,
TE,Nate Boerkircher (44248850),Nate Boerkircher,44248850,TE/FLEX,2500,NE@JAX 09/27/2026 01:00PM ET,JAX,1,
TE,Quintin Morris (44248852),Quintin Morris,44248852,TE/FLEX,2500,NE@JAX 09/27/2026 01:00PM ET,JAX,0.9,
TE,Tanner Koziol (44248854),Tanner Koziol,44248854,TE/FLEX,2500,NE@JAX 09/27/2026 01:00PM ET,JAX,0,
TE,Hayden Rucci (44248856),Hayden Rucci,44248856,TE/FLEX,2500,LAC@BUF 09/27/2026 01:00PM ET,LAC,0,
TE,Cameron Latu (44248858),Cameron Latu,44248858,TE/FLEX,2500,NE@JAX 09/27/2026 01:00PM ET,NE,0,
TE,Tanner Arkin (44248860),Tanner Arkin,44248860,TE/FLEX,2500,NE@JAX 09/27/2026 01:00PM ET,NE,0,
TE,Julian Hill (44248862),Julian Hill,44248862,TE/FLEX,2500,NE@JAX 09/27/2026 01:00PM ET,NE,0,IR
TE,Will Kacmarek (44248864),Will Kacmarek,44248864,TE/FLEX,2500,KC@MIA 09/27/2026 01:00PM ET,MIA,0.7,
TE,Seydou Traore (44248866),Seydou Traore,44248866,TE/FLEX,2500,KC@MIA 09/27/2026 01:00PM ET,MIA,0,
TE,Justin Joly (44248868),Justin Joly,44248868,TE/FLEX,2500,KC@MIA 09/27/2026 01:00PM ET,MIA,0,
TE,Cole Turner (44248870),Cole Turner,44248870,TE/FLEX,2500,KC@MIA 09/27/2026 01:00PM ET,MIA,0,IR
TE,Cal Adomitis (44248872),Cal Adomitis,44248872,TE/FLEX,2500,LV@NO 09/27/2026 04:25PM ET,NO,0,
TE,Tre Watson (44248874),Tre Watson,44248874,TE/FLEX,2500,KC@MIA 09/27/2026 01:00PM ET,MIA,0,
TE,Jake Briningstool (44248876),Jake Briningstool,44248876,TE/FLEX,2500,KC@MIA 09/27/2026 01:00PM ET,KC,1,
TE,Jared Wiley (44248878),Jared Wiley,44248878,TE/FLEX,2500,KC@MIA 09/27/2026 01:00PM ET,KC,0,
TE,John Michael Gyllenborg (44248880),John Michael Gyllenborg,44248880,TE/FLEX,2500,KC@MIA 09/27/2026 01:00PM ET,KC,0,IR
TE,James Winchester (44248882),James Winchester,44248882,TE/FLEX,2500,KC@MIA 09/27/2026 01:00PM ET,KC,0,
TE,Thomas Odukoya (44248884),Thomas Odukoya,44248884,TE/FLEX,2500,KC@MIA 09/27/2026 01:00PM ET,KC,0,
TE,Charlie Kolar (44248886),Charlie Kolar,44248886,TE/FLEX,2500,LAC@BUF 09/27/2026 01:00PM ET,LAC,2.6,OUT
TE,Patrick Herbert (44248888),Patrick Herbert,44248888,TE/FLEX,2500,LAC@BUF 09/27/2026 01:00PM ET,LAC,0,
TE,Evan Svoboda (44248890),Evan Svoboda,44248890,TE/FLEX,2500,LAC@BUF 09/27/2026 01:00PM ET,LAC,0,
TE,Jackson Hawes (44248892),Jackson Hawes,44248892,TE/FLEX,2500,LAC@BUF 09/27/2026 01:00PM ET,BUF,0,
TE,Keleki Latu (44248894),Keleki Latu,44248894,TE/FLEX,2500,LAC@BUF 09/27/2026 01:00PM ET,BUF,0,
TE,Payne Durham (44248896),Payne Durham,44248896,TE/FLEX,2500,MIN@TB 09/27/2026 04:05PM ET,TB,0,
TE,Ko Kieft (44248898),Ko Kieft,44248898,TE/FLEX,2500,MIN@TB 09/27/2026 04:05PM ET,TB,0,
TE,Bauer Sharp (44248900),Bauer Sharp,44248900,TE/FLEX,2500,MIN@TB 09/27/2026 04:05PM ET,TB,0,
TE,CJ Dippre (44248902),CJ Dippre,44248902,TE/FLEX,2500,MIN@TB 09/27/2026 04:05PM ET,TB,0,
TE,Evan Deckers (44248904),Evan Deckers,44248904,TE/FLEX,2500,MIN@TB 09/27/2026 04:05PM ET,TB,0,
TE,Josh Oliver (44248906),Josh Oliver,44248906,TE/FLEX,2500,MIN@TB 09/27/2026 04:05PM ET,MIN,3.8,
TE,Gavin Bartholomew (44248908),Gavin Bartholomew,44248908,TE/FLEX,2500,MIN@TB 09/27/2026 04:05PM ET,MIN,0,
TE,Ben Yurosek (44248910),Ben Yurosek,44248910,TE/FLEX,2500,MIN@TB 09/27/2026 04:05PM ET,MIN,0,IR
TE,Andrew DePaola (44248912),Andrew DePaola,44248912,TE/FLEX,2500,MIN@TB 09/27/2026 04:05PM ET,MIN,0,
TE,Cam Grandy (44248914),Cam Grandy,44248914,TE/FLEX,2500,MIN@TB 09/27/2026 04:05PM ET,MIN,0,
TE,Durham Smythe (44248916),Durham Smythe,44248916,TE/FLEX,2500,BAL@DAL 09/27/2026 04:25PM ET,BAL,0.7,
TE,Matt Hibner (44248918),Matt Hibner,44248918,TE/FLEX,2500,BAL@DAL 09/27/2026 04:25PM ET,BAL,1.2,
TE,Josh Cuevas (44248920),Josh Cuevas,44248920,TE/FLEX,2500,BAL@DAL 09/27/2026 04:25PM ET,BAL,0,
TE,Ty Pezza (44248922),Ty Pezza,44248922,TE/FLEX,2500,BAL@DAL 09/27/2026 04:25PM ET,BAL,0,
TE,Nick Vannett (44248924),Nick Vannett,44248924,TE/FLEX,2500,BAL@DAL 09/27/2026 04:25PM ET,BAL,0,
TE,Brevyn Spann-Ford (44248926),Brevyn Spann-Ford,44248926,TE/FLEX,2500,BAL@DAL 09/27/2026 04:25PM ET,DAL,1.7,
TE,Luke Schoonmaker (44248928),Luke Schoonmaker,44248928,TE/FLEX,2500,BAL@DAL 09/27/2026 04:25PM ET,DAL,1.1,
TE,Princeton Fant (44248930),Princeton Fant,44248930,TE/FLEX,2500,BAL@DAL 09/27/2026 04:25PM ET,DAL,0,IR
TE,DJ Rogers (44248932),DJ Rogers,44248932,TE/FLEX,2500,BAL@DAL 09/27/2026 04:25PM ET,DAL,0,IR
TE,Michael Trigg (44248934),Michael Trigg,44248934,TE/FLEX,2500,BAL@DAL 09/27/2026 04:25PM ET,DAL,0,
TE,James Mitchell (44248936),James Mitchell,44248936,TE/FLEX,2500,BAL@DAL 09/27/2026 04:25PM ET,DAL,0,
DST,Bears (44248957),Bears,44248957,DST,2500,PHI@CHI 09/28/2026 08:15PM ET,CHI,6.5,
DST,Colts (44248958),Colts,44248958,DST,2500,HOU@IND 09/27/2026 01:00PM ET,IND,0.5,
DST,Browns (44248959),Browns,44248959,DST,2500,CAR@CLE 09/27/2026 01:00PM ET,CLE,3,
DST,Titans (44248960),Titans,44248960,DST,2400,TEN@NYG 09/27/2026 01:00PM ET,TEN,3.5,
DST,Cowboys (44248961),Cowboys,44248961,DST,2400,BAL@DAL 09/27/2026 04:25PM ET,DAL,3,
DST,Broncos (44248962),Broncos,44248962,DST,2300,LAR@DEN 09/27/2026 08:20PM ET,DEN,5.5,
DST,Cardinals (44248963),Cardinals,44248963,DST,2300,ARI@SF 09/27/2026 04:05PM ET,ARI,6,
DST,Commanders (44248964),Commanders,44248964,DST,2300,SEA@WAS 09/27/2026 01:00PM ET,WAS,0.5,
DST,Chargers (44248965),Chargers,44248965,DST,2200,LAC@BUF 09/27/2026 01:00PM ET,LAC,2.5,
DST,Jets (44248966),Jets,44248966,DST,2100,NYJ@DET 09/27/2026 01:00PM ET,NYJ,7.5,
DST,Dolphins (44248967),Dolphins,44248967,DST,2000,KC@MIA 09/27/2026 01:00PM ET,MIA,0,
