player_id,season,week,raw_air_yards,catchable_air_yards,n_targets,n_catchable
00-0034386,2024,11,25.0,25.0,2,2
00-0034386,2024,12,20.0,20.0,2,2
00-0034386,2024,13,69.0,45.0,3,2
00-0034386,2024,15,51.0,0.0,1,0
00-0034386,2024,16,32.0,32.0,1,1
00-0034386,2024,17,51.0,51.0,2,2
00-0034386,2024,18,41.0,5.0,3,1
00-0034386,2024,21,0.0,0.0,1,1
00-0034386,2024,22,0.0,0.0,1,1
00-0034386,2025,1,14.0,14.0,2,2
00-0034386,2025,2,19.0,2.0,2,1
00-0034400,2022,9,-10.0,-10.0,5,5
00-0034400,2022,16,-4.0,-4.0,1,1
00-0034400,2022,17,-4.0,-4.0,2,2
00-0034407,2022,1,32.0,20.0,2,1
00-0034407,2022,2,18.0,14.0,2,1
00-0034407,2022,3,8.0,8.0,1,1
00-0034407,2022,4,30.0,-1.0,3,1
00-0034407,2022,6,44.0,44.0,1,1
00-0034407,2022,7,60.0,60.0,4,4
00-0034407,2022,8,54.0,11.0,2,1
00-0034407,2022,10,18.0,18.0,1,1
00-0034407,2022,11,3.0,0.0,1,0
00-0034407,2022,12,12.0,12.0,1,1
00-0034407,2022,14,9.0,9.0,1,1
00-0034407,2022,15,4.0,1.0,3,2
00-0034407,2022,16,-6.0,-6.0,1,1
00-0034407,2022,17,9.0,-1.0,2,1
00-0034407,2023,4,17.0,17.0,2,2
00-0034407,2023,5,-1.0,-1.0,1,1
00-0034407,2023,6,-3.0,4.0,2,1
00-0034407,2023,7,34.0,16.0,3,2
00-0034407,2023,8,-5.0,-5.0,2,2
00-0034407,2023,12,11.0,11.0,1,1
00-0034407,2023,18,41.0,41.0,4,4
00-0034407,2023,20,29.0,6.0,2,1
00-0034407,2023,22,19.0,19.0,1,1
00-0034407,2024,1,65.0,44.0,7,4
00-0034407,2024,2,54.0,37.0,5,4
00-0034407,2024,3,13.0,13.0,3,3
00-0034407,2024,4,35.0,25.0,7,6
00-0034407,2024,5,64.0,64.0,9,9
00-0034407,2024,6,34.0,27.0,4,3
00-0034407,2024,7,44.0,-2.0,4,2
00-0034407,2024,8,-10.0,-10.0,3,3
00-0034407,2024,9,13.0,13.0,3,3
00-0034407,2024,10,45.0,24.0,4,3
00-0034407,2024,11,17.0,17.0,6,6
00-0034407,2024,13,44.0,32.0,6,4
00-0034407,2024,14,26.0,24.0,11,9
00-0034407,2024,15,26.0,22.0,3,2
00-0034407,2024,16,11.0,11.0,4,4
00-0034407,2024,17,3.0,3.0,1,1
00-0034407,2024,18,105.0,91.0,7,6
00-0034407,2025,1,36.0,27.0,5,3
00-0034407,2025,2,20.0,5.0,2,1
00-0034407,2025,3,33.0,-2.0,5,2
00-0034407,2025,4,-10.0,-10.0,2,2
00-0034407,2025,9,5.0,5.0,1,1
00-0034411,2022,1,6.0,6.0,2,2
00-0034411,2022,2,10.0,9.0,6,5
00-0034411,2022,3,60.0,50.0,14,12
00-0034411,2022,4,29.0,25.0,4,3
00-0034411,2022,5,46.0,12.0,7,3
00-0034411,2022,6,40.0,29.0,4,3
00-0034411,2022,7,27.0,25.0,5,4
00-0034411,2022,13,10.0,10.0,1,1
00-0034411,2022,14,11.0,11.0,2,2
00-0034411,2022,15,70.0,55.0,12,9
00-0034411,2022,16,27.0,27.0,6,6
00-0034411,2022,17,15.0,15.0,3,3
00-0034411,2022,18,32.0,6.0,6,4
00-0034411,2022,19,39.0,12.0,8,4
00-0034414,2022,2,2.0,2.0,1,1
00-0034414,2022,11,-9.0,-9.0,2,2
00-0034414,2022,13,5.0,5.0,1,1
00-0034414,2022,14,-3.0,-3.0,1,1
00-0034414,2022,17,-5.0,0.0,1,0
00-0034414,2022,22,-5.0,-5.0,1,1
00-0034414,2023,1,3.0,3.0,1,1
00-0034414,2023,6,0.0,0.0,1,1
00-0034414,2023,8,-4.0,-4.0,1,1
00-0034414,2023,12,-4.0,0.0,1,0
00-0034414,2023,13,10.0,10.0,1,1
00-0034414,2023,18,26.0,0.0,1,0
00-0034418,2022,1,17.0,17.0,2,2
00-0034418,2022,2,8.0,8.0,1,1
00-0034418,2022,5,64.0,25.0,4,3
00-0034418,2022,8,0.0,0.0,1,0
00-0034418,2022,9,6.0,6.0,2,2
00-0034418,2022,10,7.0,7.0,1,1
00-0034418,2022,12,38.0,21.0,3,2
00-0034418,2022,14,19.0,19.0,2,2
00-0034418,2022,15,30.0,17.0,2,1
00-0034418,2022,19,8.0,8.0,1,1
00-0034418,2023,4,15.0,10.0,2,1
00-0034418,2023,5,33.0,33.0,4,4
00-0034418,2023,7,64.0,48.0,3,2
00-0034418,2023,8,1.0,1.0,1,1
00-0034418,2023,9,87.0,31.0,5,1
00-0034418,2023,11,42.0,21.0,4,3
00-0034418,2023,14,39.0,27.0,4,2
00-0034418,2023,15,-2.0,-8.0,3,2
00-0034418,2023,16,47.0,31.0,5,3
00-0034418,2023,17,48.0,25.0,4,2
00-0034418,2023,18,55.0,20.0,3,1
00-0034418,2023,19,86.0,37.0,7,4
00-0034418,2024,3,-7.0,-7.0,1,1
00-0034418,2024,6,28.0,28.0,3,3
00-0034418,2024,7,43.0,43.0,7,7
00-0034418,2024,9,48.0,48.0,3,3
00-0034418,2024,13,16.0,16.0,1,1
00-0034418,2024,14,18.0,18.0,1,1
00-0034418,2024,15,6.0,0.0,1,0
00-0034418,2024,16,10.0,10.0,1,1
00-0034418,2024,17,11.0,11.0,4,4
00-0034418,2024,18,23.0,-1.0,5,3
00-0034418,2025,8,-1.0,-1.0,1,1
00-0034418,2025,9,4.0,4.0,1,1
00-0034418,2025,13,36.0,4.0,2,1
00-0034418,2025,16,7.0,7.0,1,1
00-0034418,2025,17,15.0,5.0,2,1
00-0034418,2025,18,18.0,8.0,2,1
00-0034419,2022,1,12.0,12.0,6,5
00-0034419,2022,3,30.0,30.0,1,1
00-0034419,2022,4,-2.0,-2.0,1,1
00-0034419,2022,5,-2.0,-2.0,1,1
00-0034419,2022,6,6.0,6.0,1,1
00-0034419,2022,7,19.0,19.0,4,4
00-0034419,2022,8,13.0,0.0,1,0
00-0034419,2022,9,-1.0,0.0,2,1
00-0034419,2022,11,-4.0,0.0,1,0
00-0034419,2022,12,1.0,1.0,1,1
00-0034419,2022,13,-4.0,-4.0,3,3
00-0034419,2022,14,42.0,25.0,3,1
00-0034419,2022,15,101.0,19.0,6,2
00-0034419,2022,17,7.0,7.0,1,1
00-0034419,2023,1,86.0,41.0,5,3
00-0034419,2023,2,31.0,19.0,3,2
00-0034419,2023,3,17.0,17.0,2,2
00-0034419,2023,4,31.0,38.0,6,5
00-0034419,2023,5,5.0,5.0,2,2
00-0034419,2023,6,12.0,12.0,2,2
00-0034419,2023,7,7.0,3.0,2,1
00-0034419,2023,8,11.0,-1.0,3,2
00-0034419,2023,12,3.0,0.0,1,0
00-0034419,2023,14,4.0,4.0,2,2
00-0034419,2023,15,12.0,12.0,1,1
00-0034419,2023,17,1.0,1.0,2,2
00-0034419,2023,18,9.0,9.0,2,2
00-0034419,2023,19,15.0,0.0,1,0
00-0034419,2024,1,13.0,8.0,2,1
00-0034419,2024,2,8.0,0.0,1,0
00-0034419,2024,3,5.0,0.0,1,0
00-0034419,2025,7,-2.0,-7.0,3,1
00-0034419,2025,8,26.0,26.0,5,5
00-0034433,2023,9,-3.0,-3.0,1,1
00-0034433,2023,12,1.0,1.0,1,1
00-0034433,2023,17,1.0,1.0,1,1
00-0034440,2022,4,-8.0,-8.0,2,2
00-0034440,2022,5,31.0,0.0,1,0
00-0034440,2022,10,2.0,5.0,3,2
00-0034440,2022,11,3.0,3.0,1,1
00-0034440,2022,12,-5.0,-4.0,2,1
00-0034440,2022,13,-4.0,-2.0,5,4
00-0034440,2022,14,4.0,4.0,1,1
00-0034440,2022,15,-8.0,-8.0,2,2
00-0034440,2022,16,8.0,8.0,1,1
00-0034440,2022,18,-4.0,-4.0,1,1
00-0034487,2022,1,23.0,8.0,2,1
00-0034487,2022,2,0.0,0.0,2,2
00-0034487,2022,3,2.0,2.0,1,1
00-0034487,2022,4,91.0,52.0,6,4
00-0034487,2022,5,29.0,5.0,2,1
00-0034487,2022,6,25.0,6.0,4,1
00-0034487,2022,7,34.0,34.0,3,3
00-0034487,2022,8,20.0,20.0,2,2
00-0034487,2022,9,15.0,15.0,3,3
00-0034487,2022,10,50.0,50.0,5,5
00-0034487,2022,12,93.0,43.0,5,3
00-0034487,2022,13,45.0,45.0,3,3
00-0034487,2022,14,37.0,7.0,4,1
00-0034487,2022,15,3.0,3.0,1,1
00-0034487,2022,16,24.0,24.0,2,2
00-0034487,2022,17,70.0,36.0,6,4
00-0034487,2022,19,45.0,0.0,2,0
00-0034487,2023,3,24.0,3.0,3,2
00-0034487,2023,4,19.0,-1.0,3,2
00-0034487,2023,5,2.0,2.0,1,1
00-0034487,2023,7,5.0,5.0,1,1
00-0034487,2023,9,17.0,7.0,2,1
00-0034487,2023,12,39.0,0.0,3,0
00-0034487,2023,14,10.0,-3.0,2,1
00-0034487,2023,17,29.0,3.0,3,1
00-0034487,2023,18,45.0,24.0,4,3
00-0034487,2023,20,81.0,49.0,3,2
00-0034487,2024,2,16.0,5.0,2,1
00-0034487,2024,3,5.0,5.0,1,1
00-0034487,2024,4,7.0,7.0,1,1
00-0034487,2024,8,6.0,6.0,1,1
00-0034487,2024,9,4.0,4.0,1,1
00-0034487,2024,10,6.0,6.0,1,1
00-0034487,2024,11,6.0,6.0,1,1
00-0034487,2024,15,4.0,4.0,1,1
00-0034487,2024,19,22.0,6.0,3,2
00-0034487,2025,1,-2.0,-2.0,1,1
00-0034487,2025,2,3.0,3.0,1,1
00-0034487,2025,5,38.0,6.0,2,1
00-0034487,2025,14,6.0,0.0,1,0
00-0034521,2022,2,31.0,31.0,3,3
00-0034521,2022,3,92.0,36.0,6,4
00-0034521,2022,4,112.0,73.0,8,6
00-0034521,2022,5,95.0,70.0,8,6
00-0034521,2022,6,162.0,89.0,9,6
00-0034521,2022,7,31.0,31.0,7,7
00-0034521,2022,9,150.0,87.0,11,6
00-0034521,2022,10,7.0,1.0,4,3
00-0034521,2022,11,165.0,105.0,11,8
00-0034521,2022,12,34.0,34.0,3,3
00-0034521,2022,13,75.0,47.0,6,5
00-0034521,2022,15,37.0,7.0,2,1
00-0034521,2022,16,143.0,101.0,11,8
00-0034521,2022,17,53.0,53.0,6,6
00-0034521,2022,18,62.0,42.0,6,5
00-0034521,2023,1,37.0,23.0,4,2
00-0034521,2023,2,87.0,60.0,4,3
00-0034521,2023,3,62.0,36.0,5,3
00-0034521,2023,4,59.0,59.0,3,3
00-0034521,2023,5,37.0,37.0,4,4
00-0034521,2023,6,24.0,17.0,3,2
00-0034521,2023,8,67.0,62.0,6,5
00-0034521,2023,9,56.0,43.0,6,4
00-0034521,2023,10,58.0,18.0,5,2
00-0034521,2023,11,6.0,6.0,1,1
00-0034521,2023,13,12.0,0.0,1,0
00-0034521,2023,15,66.0,45.0,6,5
00-0034521,2023,16,26.0,0.0,1,0
00-0034521,2024,1,98.0,65.0,9,7
00-0034521,2024,2,50.0,7.0,4,3
00-0034521,2024,3,9.0,9.0,3,3
00-0034521,2024,4,50.0,39.0,8,6
00-0034521,2024,5,99.0,41.0,9,6
00-0034521,2024,6,108.0,103.0,7,6
00-0034521,2024,7,47.0,47.0,4,4
00-0034521,2024,14,16.0,16.0,1,1
00-0034521,2024,15,72.0,48.0,4,2
00-0034521,2024,16,28.0,17.0,5,4
00-0034521,2024,17,41.0,9.0,3,1
00-0034521,2024,18,46.0,46.0,3,3
00-0034521,2025,3,12.0,8.0,3,2
00-0034521,2025,4,5.0,5.0,1,1
00-0034521,2025,5,31.0,3.0,2,1
00-0034521,2025,7,37.0,37.0,3,3
00-0034521,2025,8,5.0,-2.0,2,1
00-0034521,2025,12,21.0,3.0,3,1
00-0034521,2025,13,10.0,10.0,1,1
00-0034521,2025,14,12.0,0.0,1,0
00-0034521,2025,15,9.0,6.0,2,1
00-0034571,2024,3,1.0,1.0,1,1
00-0034575,2023,2,0.0,0.0,2,2
00-0034613,2022,2,29.0,29.0,3,3
00-0034613,2022,4,23.0,23.0,2,2
00-0034613,2022,7,2.0,2.0,1,1
00-0034613,2022,8,32.0,25.0,5,4
00-0034613,2022,10,14.0,14.0,3,3
00-0034613,2022,12,10.0,10.0,1,1
00-0034613,2023,3,33.0,22.0,4,2
00-0034613,2023,4,9.0,9.0,2,2
00-0034613,2023,9,27.0,27.0,5,5
00-0034613,2023,10,29.0,14.0,7,6
00-0034613,2023,11,40.0,40.0,4,4
00-0034613,2023,12,10.0,14.0,5,4
00-0034613,2023,13,14.0,14.0,4,4
00-0034613,2023,14,20.0,20.0,3,3
00-0034613,2023,15,36.0,36.0,5,5
00-0034613,2023,16,9.0,5.0,2,1
00-0034613,2023,17,51.0,30.0,7,5
00-0034613,2023,18,-9.0,-9.0,2,2
00-0034613,2024,1,13.0,13.0,3,3
00-0034613,2024,7,30.0,0.0,1,0
00-0034613,2024,9,6.0,5.0,3,2
00-0034613,2024,10,20.0,20.0,8,7
00-0034613,2024,11,10.0,10.0,2,2
00-0034613,2024,13,6.0,6.0,4,4
00-0034613,2024,14,5.0,5.0,1,1
00-0034613,2024,15,5.0,5.0,1,1
00-0034613,2024,18,3.0,3.0,1,1
00-0034613,2025,6,6.0,2.0,5,4
00-0034613,2025,8,7.0,7.0,2,2
00-0034613,2025,9,25.0,25.0,2,2
00-0034613,2025,11,13.0,13.0,3,3
00-0034613,2025,12,5.0,5.0,1,1
00-0034613,2025,13,29.0,29.0,2,2
00-0034613,2025,14,5.0,5.0,1,1
00-0034613,2025,15,21.0,19.0,5,4
00-0034613,2025,16,4.0,4.0,1,1
00-0034613,2025,17,4.0,4.0,2,2
00-0034614,2022,17,3.0,3.0,1,1
00-0034646,2022,1,3.0,3.0,1,1
00-0034646,2022,2,6.0,6.0,1,1
00-0034646,2022,3,-9.0,-9.0,3,3
00-0034646,2022,6,22.0,2.0,5,4
00-0034646,2022,9,-6.0,-6.0,1,1
00-0034646,2022,10,32.0,0.0,1,0
00-0034646,2022,11,1.0,1.0,2,2
00-0034646,2022,12,2.0,2.0,2,2
00-0034646,2022,13,-13.0,-13.0,4,4
00-0034646,2022,14,-6.0,0.0,2,0
00-0034646,2022,15,-9.0,-9.0,2,2
00-0034646,2022,16,-4.0,-4.0,3,3
00-0034646,2022,17,11.0,-2.0,2,1
00-0034646,2022,18,18.0,-5.0,3,2
00-0034646,2023,3,5.0,5.0,1,1
00-0034646,2023,5,66.0,5.0,6,3
00-0034646,2023,6,22.0,17.0,4,3
00-0034646,2023,7,44.0,41.0,5,4
00-0034646,2023,8,8.0,15.0,3,2
00-0034646,2023,9,25.0,9.0,3,2
00-0034646,2023,10,40.0,29.0,5,4
00-0034646,2023,11,15.0,12.0,4,3
00-0034646,2023,12,28.0,28.0,3,3
00-0034646,2023,14,8.0,0.0,1,0
00-0034646,2023,16,38.0,40.0,4,3
00-0034646,2023,17,21.0,11.0,2,1
00-0034646,2023,18,12.0,8.0,3,2
00-0034646,2024,2,11.0,11.0,2,2
00-0034646,2024,3,23.0,13.0,2,1
00-0034646,2024,4,33.0,0.0,2,0
00-0034646,2024,9,6.0,6.0,1,1
00-0034646,2024,11,13.0,13.0,1,1
00-0034646,2024,13,5.0,5.0,1,1
00-0034646,2024,15,11.0,0.0,1,0
00-0034676,2022,14,6.0,6.0,1,1
00-0034678,2025,6,2.0,0.0,1,0
00-0034681,2022,1,17.0,17.0,4,4
00-0034681,2022,2,0.0,-2.0,3,2
00-0034681,2022,3,2.0,2.0,1,1
00-0034681,2022,4,9.0,9.0,3,3
00-0034681,2022,5,1.0,1.0,2,2
00-0034681,2022,6,8.0,8.0,2,2
00-0034681,2022,7,4.0,2.0,2,1
00-0034681,2022,10,-5.0,-5.0,2,1
00-0034681,2022,16,3.0,3.0,2,2
00-0034681,2022,17,11.0,11.0,3,3
00-0034681,2023,8,-4.0,-9.0,3,2
00-0034681,2023,9,-2.0,-2.0,1,1
00-0034681,2023,10,-6.0,-6.0,1,1
00-0034681,2023,11,-7.0,-7.0,1,1
00-0034681,2023,12,2.0,0.0,1,0
00-0034681,2023,13,-4.0,-4.0,1,1
00-0034681,2023,14,6.0,6.0,2,2
00-0034681,2023,17,-7.0,-7.0,6,6
00-0034681,2023,18,-3.0,-3.0,1,1
00-0034681,2023,19,-14.0,-14.0,2,2
00-0034681,2023,20,1.0,1.0,2,2
00-0034750,2022,1,-8.0,-8.0,3,2
00-0034750,2022,3,-5.0,-5.0,1,1
00-0034750,2022,4,1.0,1.0,1,1
00-0034750,2023,2,-1.0,-1.0,1,1
00-0034753,2022,1,99.0,99.0,7,7
00-0034753,2022,2,125.0,92.0,11,10
00-0034753,2022,3,152.0,64.0,13,9
00-0034753,2022,4,38.0,11.0,5,2
00-0034753,2022,5,64.0,68.0,10,9
00-0034753,2022,6,152.0,112.0,11,10
00-0034753,2022,7,21.0,0.0,2,0
00-0034753,2022,8,30.0,21.0,5,4
00-0034753,2022,11,60.0,63.0,8,7
00-0034753,2022,12,92.0,63.0,8,6
00-0034753,2022,13,73.0,53.0,7,5
00-0034753,2022,14,34.0,13.0,6,2
00-0034753,2022,15,59.0,40.0,7,5
00-0034753,2022,16,39.0,31.0,5,3
00-0034753,2022,17,67.0,67.0,9,9
00-0034753,2022,19,99.0,49.0,10,5
00-0034753,2023,2,42.0,25.0,8,5
00-0034753,2023,3,36.0,36.0,5,5
00-0034753,2023,4,39.0,39.0,5,5
00-0034753,2023,5,66.0,50.0,10,8
00-0034753,2023,6,90.0,55.0,6,4
00-0034753,2023,7,39.0,30.0,6,4
00-0034753,2023,8,24.0,21.0,5,4
00-0034753,2023,9,66.0,51.0,10,9
00-0034753,2023,10,26.0,19.0,4,2
00-0034753,2023,11,15.0,15.0,2,2
00-0034753,2023,21,15.0,15.0,2,2
00-0034753,2024,1,11.0,11.0,2,2
00-0034753,2024,2,67.0,38.0,5,4
00-0034753,2024,3,11.0,0.0,1,0
00-0034753,2024,4,10.0,10.0,1,1
00-0034753,2024,5,49.0,36.0,5,4
00-0034753,2024,6,56.0,36.0,4,2
00-0034753,2024,7,32.0,0.0,4,0
00-0034753,2024,8,29.0,29.0,5,5
00-0034753,2024,9,19.0,19.0,2,2
00-0034753,2024,10,69.0,42.0,7,6
00-0034753,2024,11,42.0,18.0,3,2
00-0034753,2024,12,28.0,28.0,5,5
00-0034753,2024,13,72.0,72.0,7,7
00-0034753,2024,15,24.0,24.0,2,2
00-0034753,2024,16,68.0,29.0,6,4
00-0034753,2024,17,18.0,18.0,2,2
00-0034753,2024,18,126.0,72.0,8,6
00-0034753,2024,19,22.0,9.0,3,2
00-0034753,2024,20,59.0,54.0,8,7
00-0034753,2025,1,4.0,4.0,1,1
00-0034753,2025,2,6.0,4.0,3,2
00-0034753,2025,3,65.0,65.0,6,6
00-0034753,2025,4,41.0,25.0,8,7
00-0034753,2025,5,31.0,31.0,3,3
00-0034753,2025,6,34.0,24.0,6,4
00-0034753,2025,8,27.0,27.0,3,3
00-0034753,2025,9,37.0,17.0,3,2
00-0034753,2025,10,33.0,29.0,5,4
00-0034753,2025,11,30.0,22.0,5,3
00-0034753,2025,12,23.0,9.0,3,2
00-0034753,2025,13,43.0,36.0,6,5
00-0034753,2025,14,27.0,17.0,5,2
00-0034753,2025,15,42.0,18.0,3,2
00-0034753,2025,16,32.0,14.0,3,2
00-0034753,2025,17,21.0,21.0,4,4
00-0034753,2025,18,12.0,12.0,3,2
00-0034764,2022,4,29.0,24.0,3,2
00-0034764,2022,5,41.0,41.0,5,5
00-0034764,2022,6,98.0,98.0,7,7
00-0034764,2022,7,48.0,48.0,2,2
00-0034764,2022,8,44.0,44.0,6,6
00-0034764,2022,10,74.0,64.0,7,6
00-0034764,2022,11,36.0,36.0,4,4
00-0034764,2022,12,135.0,92.0,8,6
00-0034764,2022,13,70.0,7.0,7,4
00-0034764,2022,14,79.0,35.0,6,3
00-0034764,2022,15,8.0,2.0,2,1
00-0034764,2022,16,46.0,46.0,7,7
00-0034764,2022,17,45.0,45.0,4,4
00-0034764,2022,18,66.0,9.0,6,1
00-0034764,2022,19,41.0,37.0,6,5
00-0034764,2022,20,80.0,0.0,3,0
00-0034764,2023,1,36.0,36.0,2,2
00-0034764,2023,2,18.0,18.0,2,2
00-0034764,2023,3,71.0,53.0,7,6
00-0034764,2023,4,27.0,27.0,6,6
00-0034764,2023,5,88.0,13.0,5,2
00-0034764,2023,6,114.0,78.0,10,6
00-0034764,2023,8,30.0,18.0,3,2
00-0034764,2023,9,22.0,22.0,3,3
00-0034764,2023,10,65.0,65.0,2,2
00-0034764,2023,11,37.0,26.0,5,4
00-0034764,2023,12,12.0,12.0,1,1
00-0034764,2023,13,10.0,10.0,1,1
00-0034764,2023,14,65.0,56.0,5,4
00-0034764,2023,15,7.0,7.0,1,1
00-0034764,2023,16,6.0,6.0,2,2
00-0034764,2023,18,16.0,0.0,2,0
00-0034764,2023,19,66.0,66.0,6,6
00-0034765,2022,3,126.0,78.0,5,4
00-0034765,2022,4,22.0,17.0,2,1
00-0034765,2022,5,46.0,46.0,4,4
00-0034765,2022,6,35.0,35.0,3,3
00-0034765,2022,7,47.0,47.0,6,6
00-0034765,2022,8,20.0,0.0,1,0
00-0034765,2022,9,23.0,26.0,4,3
00-0034765,2022,12,7.0,7.0,1,1
00-0034765,2022,18,5.0,5.0,1,1
00-0034775,2022,1,128.0,71.0,12,7
00-0034775,2022,2,44.0,44.0,6,6
00-0034775,2022,3,57.0,56.0,9,7
00-0034775,2022,4,78.0,59.0,9,6
00-0034775,2022,5,64.0,5.0,3,1
00-0034775,2022,6,20.0,15.0,5,4
00-0034775,2022,7,130.0,83.0,10,8
00-0034775,2022,8,49.0,22.0,7,4
00-0034775,2022,9,61.0,61.0,9,8
00-0034775,2022,10,101.0,107.0,12,10
00-0034775,2022,12,63.0,33.0,9,5
00-0034775,2022,13,89.0,67.0,8,7
00-0034775,2022,14,35.0,12.0,8,5
00-0034775,2022,15,135.0,78.0,10,6
00-0034775,2022,16,34.0,7.0,6,4
00-0034775,2022,17,16.0,11.0,3,2
00-0034775,2022,18,112.0,94.0,8,7
00-0034775,2022,19,102.0,70.0,14,9
00-0034775,2022,20,145.0,89.0,14,8
00-0034775,2023,1,20.0,9.0,3,1
00-0034775,2023,2,77.0,74.0,14,13
00-0034775,2023,3,84.0,53.0,6,4
00-0034775,2023,4,83.0,55.0,12,8
00-0034775,2023,5,55.0,53.0,8,6
00-0034775,2023,6,84.0,36.0,6,3
00-0034775,2023,7,45.0,45.0,6,6
00-0034775,2023,8,50.0,50.0,5,5
00-0034775,2023,10,151.0,67.0,11,6
00-0034775,2023,11,81.0,43.0,6,3
00-0034775,2023,12,88.0,50.0,7,4
00-0034775,2023,13,24.0,24.0,1,1
00-0034775,2024,1,57.0,45.0,4,2
00-0034775,2024,2,72.0,-1.0,3,1
00-0034775,2024,3,76.0,70.0,10,9
00-0034775,2024,4,178.0,95.0,12,9
00-0034775,2024,5,63.0,63.0,4,4
00-0034775,2024,6,63.0,14.0,6,3
00-0034775,2024,7,30.0,21.0,3,1
00-0034775,2024,8,105.0,74.0,5,3
00-0034775,2025,3,98.0,8.0,8,4
00-0034775,2025,4,18.0,13.0,5,3
00-0034775,2025,5,45.0,45.0,4,4
00-0034775,2025,9,61.0,29.0,8,5
00-0034775,2025,10,13.0,3.0,3,1
00-0034775,2025,11,16.0,11.0,4,2
00-0034775,2025,12,17.0,12.0,6,5
00-0034775,2025,14,47.0,6.0,3,1
00-0034775,2025,16,39.0,17.0,5,3
00-0034775,2025,17,14.0,-1.0,5,2
00-0034775,2025,18,-3.0,-3.0,2,2
00-0034775,2025,19,90.0,88.0,9,8
00-0034775,2025,20,51.0,26.0,6,3
00-0034777,2022,1,124.0,42.0,8,5
00-0034777,2022,2,87.0,42.0,4,3
00-0034777,2022,3,117.0,54.0,6,4
00-0034777,2022,11,29.0,0.0,1,0
00-0034777,2022,12,84.0,14.0,5,2
00-0034777,2022,13,108.0,108.0,6,6
00-0034777,2022,14,75.0,75.0,7,7
00-0034777,2022,15,23.0,5.0,2,1
00-0034777,2022,16,63.0,68.0,5,4
00-0034777,2022,17,64.0,64.0,4,4
00-0034777,2022,18,25.0,11.0,4,3
00-0034777,2023,2,10.0,10.0,1,1
00-0034777,2023,3,188.0,67.0,11,5
00-0034777,2023,4,48.0,27.0,3,2
00-0034777,2023,5,75.0,42.0,6,3
00-0034777,2023,6,65.0,20.0,6,4
00-0034777,2023,8,71.0,52.0,4,3
00-0034777,2023,9,14.0,7.0,3,2
00-0034777,2023,12,36.0,32.0,4,2
00-0034777,2023,13,74.0,55.0,4,3
00-0034777,2023,14,62.0,44.0,4,3
00-0034777,2023,15,40.0,18.0,2,1
00-0034777,2023,16,132.0,132.0,8,8
00-0034777,2023,17,139.0,72.0,6,4
00-0034777,2023,18,62.0,27.0,4,2
00-0034777,2024,14,4.0,4.0,1,1
00-0034777,2024,15,14.0,14.0,2,2
00-0034777,2024,17,49.0,14.0,4,1
00-0034777,2024,18,48.0,6.0,3,1
00-0034777,2024,19,69.0,22.0,4,2
00-0034791,2022,1,-7.0,-7.0,1,1
00-0034791,2022,2,-2.0,-2.0,3,3
00-0034791,2022,3,3.0,3.0,1,1
00-0034791,2022,4,-10.0,-2.0,3,2
00-0034791,2022,5,20.0,0.0,1,0
00-0034791,2022,6,-6.0,0.0,2,1
00-0034791,2022,7,-8.0,-2.0,3,2
00-0034791,2022,8,-7.0,-7.0,1,1
00-0034791,2022,10,10.0,0.0,4,3
00-0034791,2022,11,-11.0,-11.0,3,3
00-0034791,2022,12,1.0,1.0,1,1
00-0034791,2022,13,3.0,0.0,1,0
00-0034791,2022,14,5.0,5.0,3,3
00-0034791,2022,15,6.0,0.0,2,1
00-0034791,2022,16,3.0,3.0,1,1
00-0034791,2022,17,-3.0,-3.0,1,1
00-0034791,2022,18,3.0,5.0,6,5
00-0034791,2023,1,1.0,1.0,4,4
00-0034791,2024,7,10.0,8.0,3,2
00-0034791,2024,8,-9.0,0.0,2,0
00-0034791,2024,9,-6.0,-6.0,1,1
00-0034791,2024,12,1.0,1.0,1,1
00-0034791,2024,13,0.0,0.0,2,2
00-0034791,2024,14,-5.0,0.0,1,0
00-0034791,2024,15,4.0,4.0,1,1
00-0034791,2025,1,5.0,0.0,1,0
00-0034791,2025,2,-7.0,-7.0,2,2
00-0034791,2025,3,-7.0,-2.0,4,3
00-0034791,2025,4,9.0,9.0,2,2
00-0034791,2025,5,3.0,3.0,1,1
00-0034791,2025,7,2.0,-4.0,3,1
00-0034791,2025,8,0.0,0.0,2,2
00-0034791,2025,10,5.0,5.0,1,1
00-0034791,2025,11,2.0,0.0,2,0
00-0034791,2025,12,-1.0,-1.0,1,1
00-0034791,2025,16,4.0,4.0,1,1
00-0034791,2025,20,9.0,0.0,1,0
00-0034796,2023,21,-1.0,-1.0,1,1
00-0034798,2022,1,12.0,12.0,2,1
00-0034798,2022,2,4.0,4.0,1,1
00-0034798,2022,3,8.0,8.0,3,3
00-0034798,2022,5,6.0,6.0,1,1
00-0034798,2022,9,-3.0,0.0,2,0
00-0034798,2022,12,4.0,4.0,1,1
00-0034798,2022,13,18.0,18.0,2,2
00-0034798,2022,15,-2.0,-2.0,1,1
00-0034798,2022,16,-1.0,-1.0,1,1
00-0034798,2022,17,3.0,3.0,1,1
00-0034798,2022,18,30.0,31.0,5,4
00-0034798,2022,19,12.0,12.0,1,1
00-0034798,2023,1,59.0,21.0,7,3
00-0034798,2023,2,19.0,19.0,3,3
00-0034798,2023,3,10.0,10.0,1,1
00-0034798,2023,4,16.0,16.0,4,4
