player_id,season,week,raw_air_yards,catchable_air_yards,n_targets,n_catchable
00-0030564,2025,12,30.0,4.0,3,1
00-0030564,2025,13,31.0,31.0,3,3
00-0030564,2025,14,27.0,27.0,1,1
00-0030564,2025,15,8.0,8.0,1,1
00-0030564,2025,16,46.0,46.0,5,5
00-0030564,2025,17,16.0,0.0,1,0
00-0030564,2025,18,7.0,0.0,2,0
00-0030565,2023,4,-8.0,0.0,1,0
00-0030578,2022,1,18.0,6.0,5,3
00-0030578,2022,2,4.0,4.0,1,1
00-0030578,2022,3,-2.0,-2.0,1,1
00-0030578,2022,9,2.0,2.0,1,1
00-0030578,2022,10,2.0,2.0,1,1
00-0030578,2022,11,-7.0,-7.0,2,2
00-0030578,2022,12,16.0,16.0,5,3
00-0030578,2022,15,37.0,-4.0,3,1
00-0030578,2022,16,-7.0,-7.0,1,1
00-0030578,2022,17,11.0,18.0,8,7
00-0030578,2022,18,1.0,-9.0,3,2
00-0030578,2023,5,0.0,0.0,1,1
00-0030578,2023,6,6.0,6.0,1,1
00-0030578,2023,9,-3.0,-3.0,1,1
00-0030578,2023,10,-4.0,-4.0,2,2
00-0030578,2023,13,5.0,6.0,2,1
00-0030578,2023,15,6.0,-9.0,3,2
00-0030578,2023,16,0.0,0.0,2,2
00-0030578,2024,3,20.0,13.0,5,4
00-0030578,2024,4,7.0,7.0,2,2
00-0030578,2024,11,-3.0,-3.0,1,1
00-0030578,2024,12,0.0,0.0,1,0
00-0030578,2024,13,17.0,17.0,3,3
00-0030578,2024,14,-5.0,-5.0,1,1
00-0030578,2024,15,-6.0,-6.0,1,1
00-0030578,2024,16,12.0,12.0,1,1
00-0030663,2023,4,6.0,6.0,1,1
00-0030663,2023,16,12.0,5.0,2,1
00-0030874,2023,6,1.0,1.0,1,1
00-0030874,2023,8,0.0,0.0,1,1
00-0030968,2022,4,2.0,0.0,1,0
00-0030968,2022,6,0.0,0.0,1,1
00-0030968,2023,5,19.0,19.0,1,1
00-0030968,2023,7,-4.0,-4.0,1,1
00-0030968,2023,12,3.0,3.0,1,1
00-0031051,2022,14,44.0,44.0,1,1
00-0031051,2022,18,42.0,42.0,1,1
00-0031051,2022,19,50.0,0.0,1,0
00-0031235,2023,1,39.0,36.0,3,2
00-0031235,2023,2,39.0,22.0,4,3
00-0031235,2023,5,47.0,11.0,4,2
00-0031235,2023,6,27.0,9.0,4,2
00-0031235,2023,7,83.0,42.0,7,5
00-0031235,2023,8,47.0,0.0,4,0
00-0031235,2023,9,59.0,53.0,7,6
00-0031235,2023,10,4.0,7.0,2,1
00-0031235,2023,11,159.0,67.0,7,4
00-0031235,2023,12,56.0,23.0,5,3
00-0031235,2023,14,218.0,95.0,10,4
00-0031235,2023,15,58.0,42.0,3,2
00-0031235,2023,16,19.0,9.0,3,2
00-0031235,2023,17,33.0,33.0,1,1
00-0031235,2023,20,12.0,12.0,1,1
00-0031235,2023,21,99.0,35.0,6,4
00-0031235,2024,5,9.0,0.0,1,0
00-0031235,2024,7,11.0,6.0,2,1
00-0031235,2024,9,8.0,8.0,3,3
00-0031235,2024,10,15.0,15.0,2,2
00-0031235,2024,11,25.0,10.0,4,2
00-0031235,2024,12,37.0,19.0,3,1
00-0031235,2024,13,31.0,8.0,2,1
00-0031235,2024,14,0.0,0.0,1,1
00-0031236,2022,1,131.0,76.0,12,8
00-0031236,2022,2,73.0,32.0,10,6
00-0031236,2022,3,67.0,63.0,7,5
00-0031236,2022,4,45.0,45.0,7,7
00-0031236,2022,5,27.0,27.0,6,6
00-0031236,2022,7,35.0,35.0,5,5
00-0031236,2022,8,105.0,67.0,6,4
00-0031236,2022,10,64.0,46.0,7,5
00-0031236,2022,11,89.0,89.0,6,6
00-0031236,2022,12,47.0,47.0,5,5
00-0031236,2022,16,112.0,30.0,9,4
00-0031236,2022,17,108.0,27.0,7,4
00-0031236,2022,18,110.0,85.0,6,5
00-0031236,2023,1,40.0,20.0,4,2
00-0031236,2023,3,52.0,33.0,7,4
00-0031236,2023,4,19.0,19.0,4,4
00-0031236,2023,5,122.0,7.0,4,1
00-0031236,2023,6,30.0,30.0,4,4
00-0031236,2023,8,60.0,44.0,4,3
00-0031236,2023,9,24.0,7.0,2,1
00-0031236,2023,10,133.0,112.0,10,9
00-0031236,2023,11,41.0,30.0,4,3
00-0031236,2023,12,77.0,67.0,5,4
00-0031236,2023,13,42.0,42.0,5,5
00-0031236,2023,14,73.0,27.0,5,2
00-0031236,2023,15,92.0,3.0,6,2
00-0031236,2023,16,14.0,14.0,2,2
00-0031236,2023,17,171.0,58.0,8,5
00-0031236,2023,18,79.0,38.0,8,6
00-0031236,2023,19,93.0,46.0,8,6
00-0031236,2024,1,79.0,35.0,7,4
00-0031236,2024,2,17.0,17.0,2,2
00-0031236,2024,3,108.0,45.0,6,4
00-0031236,2024,4,40.0,7.0,4,1
00-0031236,2024,13,104.0,13.0,7,3
00-0031236,2024,14,28.0,3.0,3,1
00-0031236,2024,15,32.0,34.0,5,3
00-0031236,2024,16,30.0,30.0,3,3
00-0031236,2024,17,146.0,39.0,8,4
00-0031236,2024,18,50.0,10.0,9,3
00-0031236,2025,1,18.0,6.0,4,3
00-0031236,2025,2,25.0,25.0,2,2
00-0031236,2025,3,85.0,11.0,5,2
00-0031236,2025,4,33.0,33.0,4,4
00-0031236,2025,5,5.0,5.0,1,1
00-0031236,2025,6,21.0,21.0,1,1
00-0031236,2025,7,3.0,3.0,1,1
00-0031236,2025,8,14.0,19.0,4,3
00-0031236,2025,9,27.0,10.0,3,2
00-0031236,2025,13,13.0,13.0,1,1
00-0031236,2025,15,109.0,35.0,3,1
00-0031236,2025,16,27.0,27.0,1,1
00-0031236,2025,17,136.0,95.0,6,4
00-0031236,2025,19,114.0,82.0,5,4
00-0031236,2025,20,149.0,12.0,6,2
00-0031260,2022,1,70.0,48.0,6,4
00-0031260,2022,2,69.0,25.0,5,3
00-0031260,2022,3,12.0,5.0,3,2
00-0031260,2022,4,16.0,11.0,6,5
00-0031260,2022,9,44.0,0.0,3,0
00-0031260,2022,10,19.0,16.0,4,3
00-0031260,2022,11,46.0,39.0,6,5
00-0031260,2022,12,-2.0,3.0,3,1
00-0031260,2022,13,27.0,11.0,4,3
00-0031260,2022,15,32.0,4.0,3,2
00-0031260,2022,16,54.0,25.0,8,6
00-0031260,2022,17,33.0,33.0,7,7
00-0031260,2022,18,10.0,10.0,3,2
00-0031260,2023,1,47.0,50.0,8,7
00-0031260,2023,2,21.0,20.0,3,2
00-0031260,2023,4,28.0,28.0,3,3
00-0031260,2023,5,73.0,70.0,11,10
00-0031260,2023,6,2.0,2.0,1,1
00-0031260,2023,7,43.0,17.0,6,4
00-0031260,2023,8,53.0,17.0,8,6
00-0031260,2023,9,19.0,5.0,5,3
00-0031260,2023,10,18.0,18.0,5,5
00-0031260,2023,11,64.0,28.0,8,5
00-0031260,2023,12,23.0,5.0,4,2
00-0031260,2023,13,10.0,10.0,2,2
00-0031260,2023,15,0.0,4.0,3,1
00-0031260,2023,16,35.0,35.0,6,6
00-0031260,2023,17,23.0,14.0,4,3
00-0031260,2023,18,12.0,12.0,2,2
00-0031273,2022,1,15.0,6.0,3,1
00-0031273,2022,2,21.0,4.0,2,1
00-0031273,2022,3,39.0,38.0,6,5
00-0031273,2022,4,39.0,33.0,8,6
00-0031273,2022,6,27.0,10.0,3,2
00-0031273,2022,10,-1.0,-5.0,2,1
00-0031273,2022,12,23.0,9.0,5,3
00-0031273,2022,14,35.0,12.0,4,2
00-0031273,2022,15,53.0,16.0,5,2
00-0031273,2022,19,36.0,7.0,3,1
00-0031279,2025,16,1.0,1.0,1,1
00-0031299,2024,1,16.0,0.0,1,0
00-0031325,2022,1,2.0,2.0,3,3
00-0031325,2022,2,70.0,70.0,4,4
00-0031325,2022,7,85.0,29.0,4,2
00-0031325,2022,8,3.0,3.0,1,1
00-0031325,2022,9,20.0,2.0,5,3
00-0031325,2022,10,46.0,46.0,3,3
00-0031325,2022,11,38.0,0.0,2,0
00-0031325,2022,16,26.0,26.0,1,1
00-0031325,2022,18,64.0,31.0,4,2
00-0031325,2022,19,13.0,7.0,3,1
00-0031357,2024,9,7.0,0.0,1,0
00-0031376,2022,1,-3.0,-14.0,4,3
00-0031376,2022,2,1.0,1.0,2,2
00-0031376,2022,3,3.0,0.0,1,0
00-0031376,2022,4,-3.0,-3.0,1,1
00-0031376,2022,5,4.0,2.0,3,2
00-0031376,2022,6,-2.0,-2.0,3,3
00-0031376,2022,7,2.0,2.0,3,3
00-0031376,2022,9,4.0,-7.0,8,7
00-0031376,2022,10,27.0,27.0,8,8
00-0031376,2022,11,-5.0,-5.0,1,1
00-0031376,2022,12,0.0,-11.0,6,4
00-0031376,2022,13,-4.0,-4.0,2,2
00-0031376,2022,14,6.0,-18.0,9,7
00-0031376,2022,15,-9.0,-9.0,9,8
00-0031376,2022,16,8.0,8.0,3,3
00-0031376,2022,17,19.0,16.0,6,5
00-0031376,2022,18,0.0,0.0,3,3
00-0031376,2022,21,7.0,10.0,4,3
00-0031376,2022,22,-9.0,-9.0,3,3
00-0031376,2023,1,5.0,5.0,2,2
00-0031376,2023,2,0.0,0.0,3,3
00-0031376,2023,3,-5.0,-5.0,3,3
00-0031376,2023,4,10.0,0.0,1,0
00-0031376,2023,5,-1.0,-1.0,3,3
00-0031376,2023,6,6.0,-10.0,5,4
00-0031376,2023,7,-12.0,-12.0,2,2
00-0031376,2023,8,3.0,2.0,2,1
00-0031376,2023,9,1.0,1.0,2,2
00-0031376,2023,11,1.0,-1.0,3,2
00-0031376,2023,14,-3.0,-3.0,3,3
00-0031376,2023,15,3.0,3.0,3,3
00-0031376,2023,22,1.0,1.0,2,2
00-0031381,2022,1,177.0,139.0,17,13
00-0031381,2022,2,81.0,24.0,7,3
00-0031381,2022,3,76.0,26.0,10,5
00-0031381,2022,4,104.0,88.0,13,11
00-0031381,2022,5,154.0,115.0,7,4
00-0031381,2022,7,92.0,63.0,9,8
00-0031381,2022,8,85.0,63.0,5,4
00-0031381,2022,9,194.0,131.0,17,13
00-0031381,2022,10,119.0,64.0,15,10
00-0031381,2022,11,160.0,132.0,13,9
00-0031381,2022,12,95.0,57.0,11,8
00-0031381,2022,13,187.0,145.0,12,10
00-0031381,2022,14,134.0,69.0,7,3
00-0031381,2022,15,109.0,96.0,9,7
00-0031381,2022,16,77.0,35.0,9,5
00-0031381,2022,17,166.0,126.0,11,8
00-0031381,2022,18,119.0,94.0,9,7
00-0031381,2023,1,95.0,95.0,9,9
00-0031381,2023,2,89.0,80.0,8,7
00-0031381,2023,3,240.0,143.0,20,14
00-0031381,2023,4,148.0,80.0,13,9
00-0031381,2023,5,11.0,11.0,4,4
00-0031381,2023,6,61.0,27.0,5,3
00-0031381,2023,7,85.0,37.0,12,8
00-0031381,2023,8,139.0,17.0,7,2
00-0031381,2023,9,76.0,35.0,7,5
00-0031381,2023,10,175.0,98.0,13,7
00-0031381,2023,11,195.0,85.0,13,9
00-0031381,2023,12,77.0,46.0,7,6
00-0031381,2023,14,69.0,33.0,10,8
00-0031381,2023,15,90.0,60.0,12,8
00-0031381,2023,16,82.0,24.0,6,3
00-0031381,2023,17,224.0,116.0,21,14
00-0031381,2023,18,40.0,32.0,8,5
00-0031381,2024,1,58.0,35.0,6,5
00-0031381,2024,2,139.0,105.0,12,10
00-0031381,2024,3,65.0,31.0,9,4
00-0031381,2024,7,45.0,19.0,9,3
00-0031381,2024,8,55.0,36.0,6,4
00-0031381,2024,9,107.0,73.0,11,8
00-0031381,2024,10,82.0,26.0,13,8
00-0031381,2024,11,18.0,16.0,7,6
00-0031381,2024,13,150.0,47.0,12,5
00-0031381,2024,14,76.0,58.0,11,9
00-0031381,2024,15,156.0,96.0,13,11
00-0031381,2024,16,95.0,33.0,13,8
00-0031381,2024,17,14.0,17.0,8,6
00-0031381,2024,18,112.0,58.0,12,6
00-0031381,2025,1,70.0,46.0,8,5
00-0031381,2025,2,138.0,109.0,13,8
00-0031381,2025,3,125.0,56.0,8,3
00-0031381,2025,4,69.0,49.0,6,4
00-0031381,2025,5,171.0,82.0,11,6
00-0031381,2025,6,95.0,63.0,9,6
00-0031381,2025,7,91.0,63.0,8,7
00-0031381,2025,9,110.0,52.0,7,5
00-0031381,2025,10,131.0,68.0,8,6
00-0031381,2025,11,81.0,1.0,8,1
00-0031381,2025,12,95.0,73.0,8,6
00-0031381,2025,13,64.0,64.0,5,5
00-0031381,2025,14,42.0,26.0,6,4
00-0031381,2025,15,162.0,62.0,9,4
00-0031381,2025,19,196.0,57.0,13,5
00-0031381,2025,20,93.0,51.0,6,3
00-0031381,2025,21,99.0,62.0,6,4
00-0031382,2022,1,123.0,122.0,9,8
00-0031382,2022,2,20.0,10.0,5,4
00-0031382,2022,3,77.0,18.0,5,2
00-0031382,2022,4,6.0,6.0,3,2
00-0031382,2022,10,60.0,34.0,6,3
00-0031382,2022,11,37.0,24.0,4,3
00-0031382,2022,12,24.0,15.0,4,2
00-0031382,2022,13,19.0,5.0,3,2
00-0031382,2022,15,8.0,8.0,1,1
00-0031384,2022,1,1.0,1.0,1,1
00-0031384,2022,9,-6.0,0.0,2,0
00-0031384,2022,10,1.0,1.0,1,1
00-0031408,2022,1,90.0,61.0,7,5
00-0031408,2022,2,61.0,61.0,4,4
00-0031408,2022,4,125.0,86.0,10,8
00-0031408,2022,5,105.0,82.0,8,6
00-0031408,2022,6,33.0,33.0,4,4
00-0031408,2022,7,217.0,158.0,15,11
00-0031408,2022,8,184.0,98.0,11,7
00-0031408,2022,9,73.0,81.0,11,10
00-0031408,2022,10,60.0,50.0,6,5
00-0031408,2022,12,168.0,17.0,9,2
00-0031408,2022,13,56.0,56.0,4,4
00-0031408,2022,14,85.0,53.0,9,5
00-0031408,2022,15,119.0,58.0,10,5
00-0031408,2022,16,81.0,28.0,8,3
00-0031408,2022,17,220.0,203.0,12,11
00-0031408,2022,19,145.0,102.0,12,7
00-0031408,2023,1,120.0,122.0,10,9
00-0031408,2023,2,111.0,92.0,8,6
00-0031408,2023,3,149.0,81.0,10,7
00-0031408,2023,4,40.0,40.0,3,3
00-0031408,2023,6,127.0,57.0,10,5
00-0031408,2023,7,87.0,59.0,8,6
00-0031408,2023,8,98.0,39.0,6,3
00-0031408,2023,9,82.0,78.0,5,4
00-0031408,2023,10,190.0,134.0,10,8
00-0031408,2023,11,174.0,33.0,12,5
00-0031408,2023,12,121.0,77.0,9,7
00-0031408,2023,13,212.0,113.0,12,8
00-0031408,2023,14,72.0,5.0,6,1
00-0031408,2023,15,57.0,50.0,6,4
00-0031408,2023,16,78.0,71.0,9,7
00-0031408,2023,17,71.0,40.0,5,3
00-0031408,2023,18,117.0,15.0,8,3
00-0031408,2023,19,134.0,82.0,7,4
00-0031408,2023,20,178.0,133.0,13,10
00-0031408,2024,1,64.0,53.0,6,5
00-0031408,2024,2,43.0,33.0,6,4
00-0031408,2024,3,30.0,14.0,3,2
00-0031408,2024,4,145.0,84.0,14,9
00-0031408,2024,5,62.0,59.0,7,5
00-0031408,2024,6,87.0,36.0,6,3
00-0031408,2024,7,57.0,0.0,3,0
00-0031408,2024,12,65.0,55.0,6,5
00-0031408,2024,13,146.0,99.0,12,9
00-0031408,2024,14,67.0,67.0,5,5
00-0031408,2024,15,136.0,102.0,11,9
00-0031408,2024,16,130.0,85.0,8,6
00-0031408,2024,17,95.0,75.0,9,8
00-0031408,2024,18,147.0,90.0,14,10
00-0031408,2024,19,63.0,63.0,7,7
00-0031408,2025,1,106.0,54.0,8,6
00-0031408,2025,2,162.0,48.0,11,5
00-0031408,2025,3,65.0,54.0,9,6
00-0031408,2025,7,97.0,50.0,4,2
00-0031408,2025,15,181.0,129.0,12,8
00-0031408,2025,16,60.0,26.0,9,5
00-0031408,2025,17,124.0,32.0,7,3
00-0031408,2025,18,29.0,29.0,2,2
00-0031428,2022,1,28.0,12.0,2,1
00-0031428,2022,2,39.0,38.0,5,4
00-0031428,2022,3,37.0,17.0,5,3
00-0031428,2022,4,81.0,7.0,6,2
00-0031428,2022,5,36.0,2.0,5,3
00-0031428,2022,6,55.0,52.0,6,5
00-0031428,2022,8,59.0,58.0,7,6
00-0031428,2022,9,42.0,27.0,5,4
00-0031428,2022,10,64.0,38.0,6,4
00-0031428,2022,11,61.0,61.0,5,5
00-0031428,2023,1,57.0,38.0,8,5
00-0031428,2023,2,18.0,12.0,3,2
00-0031428,2023,3,17.0,17.0,4,4
00-0031428,2023,4,11.0,7.0,2,1
00-0031428,2023,5,65.0,29.0,9,5
00-0031428,2023,7,7.0,7.0,1,1
00-0031428,2023,8,32.0,0.0,1,0
00-0031428,2023,9,16.0,5.0,2,1
00-0031428,2023,11,18.0,20.0,4,3
00-0031428,2023,12,-1.0,-1.0,1,1
00-0031428,2023,13,18.0,18.0,3,3
00-0031428,2023,14,57.0,18.0,3,1
00-0031428,2023,15,13.0,13.0,3,3
00-0031428,2023,16,29.0,29.0,4,4
00-0031428,2023,18,13.0,0.0,1,0
00-0031428,2023,19,4.0,-1.0,3,2
00-0031428,2024,6,4.0,4.0,1,1
00-0031428,2024,8,8.0,0.0,1,0
00-0031428,2024,9,2.0,2.0,1,1
00-0031428,2024,11,11.0,11.0,2,2
00-0031428,2024,15,7.0,0.0,1,0
00-0031428,2024,17,19.0,19.0,1,1
00-0031484,2022,4,-3.0,-3.0,1,1
00-0031484,2022,5,6.0,6.0,2,2
00-0031484,2022,8,-4.0,-4.0,1,1
00-0031484,2022,9,8.0,8.0,2,2
00-0031484,2022,13,13.0,13.0,1,1
00-0031484,2022,14,1.0,1.0,1,1
00-0031484,2023,3,12.0,0.0,1,0
00-0031484,2023,4,3.0,3.0,1,1
00-0031484,2023,6,-6.0,0.0,1,0
00-0031484,2023,10,3.0,3.0,1,1
00-0031484,2024,8,4.0,0.0,1,0
00-0031484,2024,9,2.0,2.0,1,1
00-0031484,2024,17,7.0,7.0,1,1
00-0031484,2024,18,2.0,2.0,1,1
00-0031484,2025,3,1.0,1.0,1,1
00-0031484,2025,18,10.0,0.0,1,0
00-0031503,2025,12,13.0,13.0,1,1
00-0031544,2022,1,63.0,21.0,6,4
00-0031544,2022,2,105.0,87.0,10,9
00-0031544,2022,3,132.0,122.0,11,10
00-0031544,2022,4,41.0,4.0,4,1
00-0031544,2022,5,123.0,89.0,12,9
00-0031544,2022,6,157.0,55.0,12,6
00-0031544,2022,7,84.0,65.0,4,3
00-0031544,2022,8,126.0,100.0,7,5
00-0031544,2022,10,27.0,27.0,3,3
00-0031544,2022,11,162.0,123.0,13,9
00-0031544,2022,12,188.0,75.0,12,8
00-0031544,2022,13,82.0,26.0,9,5
00-0031544,2022,14,65.0,39.0,7,3
00-0031544,2022,15,40.0,37.0,6,5
00-0031544,2022,16,130.0,74.0,10,8
00-0031544,2022,17,71.0,47.0,4,3
00-0031544,2022,18,46.0,36.0,3,2
00-0031544,2023,1,122.0,36.0,7,3
00-0031544,2023,2,136.0,97.0,10,8
00-0031544,2023,3,145.0,107.0,8,7
00-0031544,2023,4,127.0,16.0,6,1
00-0031544,2023,6,104.0,64.0,8,4
00-0031544,2023,7,123.0,26.0,8,3
00-0031544,2023,8,125.0,86.0,11,7
00-0031544,2023,9,106.0,67.0,5,4
00-0031544,2023,10,122.0,65.0,9,6
00-0031544,2023,11,61.0,23.0,8,4
00-0031544,2023,12,45.0,32.0,7,4
00-0031544,2023,13,31.0,31.0,5,5
00-0031544,2023,14,172.0,61.0,14,8
00-0031544,2023,15,129.0,81.0,8,5
00-0031544,2023,16,286.0,205.0,16,12
00-0031544,2023,19,66.0,52.0,5,4
00-0031544,2024,1,170.0,11.0,9,2
00-0031544,2024,2,73.0,27.0,8,4
00-0031544,2024,3,129.0,76.0,12,7
00-0031544,2024,4,98.0,50.0,8,5
00-0031544,2024,5,183.0,51.0,10,5
00-0031544,2024,6,44.0,27.0,6,4
00-0031544,2024,7,57.0,57.0,5,5
00-0031544,2024,8,6.0,3.0,2,1
00-0031544,2024,11,73.0,45.0,3,2
00-0031544,2024,13,11.0,11.0,3,3
00-0031544,2024,14,254.0,77.0,14,6
00-0031544,2024,16,10.0,3.0,2,1
00-0031544,2024,17,53.0,53.0,3,3
00-0031544,2024,19,11.0,3.0,3,2
00-0031544,2024,20,7.0,0.0,1,0
00-0031544,2024,21,15.0,15.0,4,4
00-0031545,2022,6,43.0,0.0,1,0
00-0031545,2022,7,2.0,2.0,1,1
00-0031545,2022,9,4.0,4.0,1,1
00-0031545,2022,10,42.0,7.0,2,1
00-0031547,2022,1,26.0,4.0,2,1
00-0031547,2022,2,53.0,0.0,2,0
00-0031547,2022,3,212.0,184.0,10,8
00-0031547,2022,4,13.0,13.0,2,2
00-0031547,2022,6,78.0,51.0,6,4
00-0031547,2022,7,84.0,84.0,5,4
00-0031547,2022,8,4.0,0.0,1,0
00-0031547,2022,11,19.0,19.0,2,2
00-0031547,2022,12,71.0,71.0,4,4
00-0031547,2022,13,45.0,25.0,4,3
00-0031547,2022,14,20.0,20.0,2,2
00-0031547,2022,18,120.0,120.0,7,7
00-0031547,2023,2,52.0,22.0,8,6
00-0031547,2023,3,48.0,19.0,3,2
00-0031547,2023,4,42.0,31.0,4,2
00-0031547,2023,5,66.0,20.0,4,2
00-0031547,2023,6,53.0,48.0,3,2
00-0031547,2023,7,7.0,7.0,1,1
00-0031547,2023,8,10.0,10.0,2,2
00-0031547,2023,12,21.0,14.0,5,4
00-0031547,2023,13,142.0,58.0,9,6
00-0031547,2023,15,28.0,28.0,5,5
00-0031547,2023,16,71.0,51.0,5,4
00-0031547,2023,17,23.0,15.0,2,1
00-0031547,2023,18,77.0,4.0,4,1
00-0031549,2022,1,52.0,5.0,5,3
00-0031549,2022,2,69.0,69.0,6,6
00-0031549,2022,3,72.0,28.0,3,2
00-0031549,2022,4,52.0,52.0,4,4
00-0031549,2022,5,14.0,14.0,1,1
00-0031549,2022,7,6.0,0.0,1,0
00-0031549,2022,8,-2.0,-2.0,1,1
00-0031549,2022,11,33.0,33.0,3,3
00-0031549,2022,12,79.0,42.0,8,7
00-0031549,2022,13,36.0,15.0,3,2
00-0031549,2022,14,90.0,60.0,10,8
00-0031549,2022,15,96.0,30.0,6,2
00-0031549,2022,17,37.0,0.0,1,0
00-0031549,2022,18,19.0,0.0,1,0
00-0031549,2023,2,102.0,61.0,6,5
00-0031549,2023,3,29.0,29.0,4,4
00-0031549,2023,4,10.0,10.0,2,2
00-0031549,2023,5,85.0,85.0,5,5
00-0031549,2023,6,38.0,11.0,3,2
00-0031549,2023,7,12.0,12.0,1,1
00-0031549,2023,8,13.0,13.0,1,1
00-0031549,2023,9,-3.0,-3.0,1,1
00-0031549,2023,10,30.0,0.0,2,0
00-0031549,2023,11,7.0,0.0,1,0
00-0031549,2023,12,29.0,29.0,2,2
00-0031549,2023,14,9.0,9.0,5,5
00-0031549,2023,15,8.0,0.0,1,0
00-0031549,2023,16,13.0,3.0,4,3
00-0031549,2023,17,8.0,8.0,2,2
00-0031549,2023,18,28.0,28.0,5,5
00-0031549,2023,20,26.0,9.0,4,2
00-0031549,2023,21,54.0,24.0,3,2
00-0031549,2024,1,6.0,6.0,1,1
00-0031549,2024,2,52.0,10.0,3,1
00-0031549,2024,3,6.0,6.0,1,1
00-0031549,2024,4,30.0,9.0,3,2
00-0031549,2024,5,49.0,17.0,4,2
00-0031549,2024,6,46.0,14.0,3,1
00-0031549,2024,7,16.0,0.0,2,0
00-0031549,2024,8,65.0,44.0,5,4
00-0031549,2024,9,24.0,24.0,1,1
00-0031549,2024,10,12.0,6.0,2,1
00-0031549,2024,11,2.0,0.0,1,0
00-0031549,2024,13,55.0,55.0,2,2
00-0031549,2024,15,24.0,24.0,1,1
00-0031549,2024,19,16.0,16.0,1,1
00-0031549,2024,20,2.0,0.0,1,0
00-0031558,2022,11,3.0,3.0,1,1
00-0031558,2022,15,9.0,9.0,2,2
00-0031585,2022,6,2.0,2.0,1,1
00-0031585,2022,9,5.0,5.0,1,1
00-0031585,2022,10,4.0,4.0,1,1
00-0031585,2022,11,4.0,4.0,1,1
00-0031585,2022,12,11.0,1.0,3,2
00-0031585,2022,13,2.0,2.0,1,1
00-0031585,2022,15,17.0,7.0,3,2
00-0031585,2022,16,6.0,6.0,1,1
00-0031585,2022,17,23.0,23.0,4,4
00-0031585,2022,18,44.0,27.0,5,3
00-0031585,2023,3,4.0,4.0,1,1
00-0031585,2023,4,-6.0,0.0,1,0
00-0031585,2023,5,0.0,0.0,1,1
00-0031585,2023,6,6.0,4.0,2,1
00-0031585,2023,8,10.0,3.0,2,1
00-0031585,2023,13,20.0,20.0,1,1
00-0031585,2023,14,9.0,9.0,2,2
00-0031585,2023,17,14.0,14.0,1,1
00-0031585,2023,18,5.0,5.0,1,1
00-0031585,2024,1,11.0,8.0,2,1
00-0031585,2024,8,7.0,7.0,1,1
00-0031585,2024,10,10.0,0.0,1,0
00-0031585,2024,13,6.0,11.0,3,2
00-0031585,2024,14,-3.0,-3.0,1,1
00-0031585,2024,16,2.0,1.0,2,1
00-0031588,2022,1,99.0,99.0,9,9
00-0031588,2022,2,141.0,118.0,15,12
00-0031588,2022,3,84.0,55.0,11,8
00-0031588,2022,4,90.0,64.0,6,5
00-0031588,2022,5,118.0,34.0,11,8
00-0031588,2022,6,113.0,101.0,13,11
00-0031588,2022,8,127.0,82.0,8,6
00-0031588,2022,9,187.0,95.0,10,7
00-0031588,2022,10,135.0,111.0,16,13
00-0031588,2022,11,48.0,48.0,5,5
00-0031588,2022,12,135.0,84.0,15,10
00-0031588,2022,13,138.0,88.0,9,8
00-0031588,2022,14,28.0,8.0,5,3
00-0031588,2022,15,109.0,49.0,9,5
00-0031588,2022,16,25.0,25.0,2,2
00-0031588,2022,18,152.0,97.0,10,7
00-0031588,2022,19,163.0,96.0,9,7
00-0031588,2022,20,136.0,33.0,10,4
00-0031588,2023,1,135.0,86.0,13,11
00-0031588,2023,2,34.0,30.0,7,6
00-0031588,2023,3,122.0,91.0,12,9
00-0031588,2023,4,80.0,74.0,7,6
00-0031588,2023,5,182.0,178.0,11,10
00-0031588,2023,6,153.0,83.0,16,11
00-0031588,2023,7,219.0,102.0,12,9
00-0031588,2023,8,74.0,48.0,12,10
00-0031588,2023,9,48.0,44.0,8,7
00-0031588,2023,10,30.0,18.0,5,4
00-0031588,2023,11,41.0,6.0,8,4
00-0031588,2023,12,94.0,67.0,11,8
00-0031588,2023,14,86.0,2.0,11,6
00-0031588,2023,15,31.0,31.0,5,5
00-0031588,2023,16,114.0,23.0,8,5
00-0031588,2023,17,108.0,13.0,7,4
00-0031588,2023,18,107.0,62.0,8,7
00-0031588,2023,19,64.0,20.0,9,7
00-0031588,2023,20,80.0,66.0,8,5
00-0031588,2024,1,9.0,9.0,6,6
00-0031588,2024,2,59.0,22.0,6,4
00-0031588,2024,3,97.0,76.0,12,11
00-0031588,2024,4,72.0,47.0,9,6
00-0031588,2024,5,56.0,38.0,8,6
00-0031588,2024,6,94.0,73.0,7,6
00-0031588,2024,7,66.0,13.0,7,5
00-0031588,2024,8,103.0,51.0,9,5
00-0031588,2025,1,61.0,38.0,7,6
00-0031588,2025,2,34.0,19.0,5,4
00-0031588,2025,3,12.0,12.0,3,3
00-0031588,2025,4,91.0,91.0,7,7
00-0031588,2025,5,102.0,80.0,12,10
00-0031588,2025,6,14.0,14.0,3,3
00-0031588,2025,7,49.0,49.0,7,7
00-0031588,2025,8,16.0,16.0,5,4
00-0031588,2025,9,65.0,30.0,4,3
00-0031588,2025,10,80.0,38.0,8,5
00-0031588,2025,11,105.0,105.0,11,11
00-0031588,2025,12,28.0,20.0,3,2
00-0031588,2025,13,12.0,8.0,4,3
00-0031588,2025,15,22.0,14.0,4,3
